20180713T133523.075537 255 0
20180713T133523.095840 255 0
20180713T133523.115089 255 0
20180713T133523.135289 255 0
20180713T133523.155084 255 0
20180713T133523.175537 255 0
20180713T133523.195541 255 0
20180713T133523.214753 255 0
20180713T133523.235531 255 0
20180713T133523.255854 255 0
20180713T133523.274769 255 0
20180713T133523.295797 255 0
20180713T133523.315534 255 0
20180713T133523.334744 255 0
20180713T133523.359080 255 0
20180713T133523.378919 255 0
20180713T133523.398909 255 0
20180713T133523.419557 255 0
20180713T133523.438629 255 0
20180713T133523.459084 255 0
20180713T133523.478763 255 0
20180713T133523.498912 255 0
20180713T133523.518905 255 0
20180713T133523.539549 255 0
20180713T133523.558632 255 0
20180713T133523.578627 255 0
20180713T133523.599846 255 0
20180713T133523.619082 255 0
20180713T133523.639548 255 0
20180713T133523.658625 255 0
20180713T133523.679287 255 0
20180713T133523.699536 255 0
20180713T133523.718752 255 0
20180713T133523.739285 255 0
20180713T133523.760251 255 0
20180713T133523.778517 255 0
20180713T133523.799549 255 0
20180713T133523.819291 255 0
20180713T133523.838097 255 0
20180713T133523.862918 255 0
20180713T133523.882764 255 0
20180713T133523.902927 255 0
20180713T133523.923090 255 0
20180713T133523.942517 255 0
20180713T133523.962633 255 0
20180713T133523.983858 255 0
20180713T133524.002430 255 0
20180713T133524.022933 255 0
20180713T133524.043561 255 0
20180713T133524.062639 255 0
20180713T133524.083303 255 0
20180713T133524.103180 255 0
20180713T133524.123090 255 0
20180713T133524.143542 255 0
20180713T133524.162631 255 0
20180713T133524.183803 255 0
20180713T133524.203301 255 0
20180713T133524.222129 255 0
20180713T133524.243913 255 0
20180713T133524.263537 255 0
20180713T133524.282767 255 0
20180713T133524.303588 255 0
20180713T133524.324266 255 0
20180713T133524.343298 255 0
20180713T133524.367296 255 0
20180713T133524.386420 255 0
20180713T133524.406107 255 0
20180713T133524.426131 255 0
20180713T133524.446204 255 0
20180713T133524.466133 255 0
20180713T133524.486116 255 0
20180713T133524.506141 255 0
20180713T133524.526138 255 0
20180713T133524.547842 255 0
20180713T133524.567896 0 0
20180713T133524.586923 0 0
20180713T133524.606102 0 0
20180713T133524.627601 0 0
20180713T133524.647293 0 0
20180713T133524.667293 0 0
20180713T133524.687303 0 0
20180713T133524.707300 0 0
20180713T133524.727086 0 0
20180713T133524.747282 0 0
20180713T133524.767275 0 0
20180713T133524.786091 0 0
20180713T133524.807271 0 0
20180713T133524.827073 0 0
20180713T133524.847071 0 0
20180713T133524.871290 0 0
20180713T133524.890499 0 0
20180713T133524.910503 0 0
20180713T133524.931276 0 0
20180713T133524.950518 0 0
20180713T133524.971073 0 0
20180713T133524.991075 0 0
20180713T133525.010613 0 0
20180713T133525.030613 0 0
20180713T133525.051300 0 0
20180713T133525.070750 0 0
20180713T133525.091296 0 0
20180713T133525.110095 0 0
20180713T133525.130170 0 0
20180713T133525.150119 0 0
20180713T133525.170089 0 0
20180713T133525.191538 0 0
20180713T133525.211536 0 0
20180713T133525.230616 0 0
20180713T133525.251276 0 0
20180713T133525.271288 0 0
20180713T133525.290084 0 0
20180713T133525.311847 0 0
20180713T133525.331539 0 0
20180713T133525.350885 0 0
20180713T133525.375283 0 0
20180713T133525.394490 0 0
20180713T133525.415065 0 0
20180713T133525.434608 0 0
20180713T133525.455529 0 0
20180713T133525.474737 0 0
20180713T133525.495066 0 0
20180713T133525.514603 0 0
20180713T133525.535048 0 0
20180713T133525.555297 0 0
20180713T133525.575274 0 0
20180713T133525.595276 0 0
20180713T133525.614723 0 0
20180713T133525.635275 0 0
20180713T133525.655526 0 0
20180713T133525.674073 0 0
20180713T133525.696203 0 0
20180713T133525.715523 0 0
20180713T133525.735049 0 0
