Resolution,1920,1080,Distance,57,Width,47.8,Subject,ACT-05208452X,Test,CC9-04202018-133038,Calibration,CC9-04202018-133038
2168,0.0754271,13.027,0,12.7959,-0.49469,-0.684069,0.0754271,0.231102,13470.3,0.0730316,13.0344,0
2176,0.0738332,13.0145,0,12.7959,-0.199236,-1.57228,0.0738332,0.218524,13470.2,0.046574,12.9349,0
2188,0.0661747,13.0093,0,12.7959,-0.638212,-0.429625,0.0661747,0.213369,13470,0.281319,12.9975,0
2196,0.04935,13.0082,0,12.7959,-2.10308,-0.133881,0.04935,0.212297,13469.8,0.0491606,13.0593,0
2208,-0.0570939,13.0128,0,12.7959,-8.87032,0.377235,-0.0570939,0.216824,13469.6,-0.16508,13.0199,0
2216,-0.156265,13.0186,0,12.7959,-12.3964,0.725632,-0.156265,0.222629,13469.7,-0.160225,13.0099,0
2228,-0.160402,13.0191,0,12.7959,-0.344743,0.0436926,-0.160402,0.223154,13470.3,-0.181167,13.0562,0
2240,-0.159757,13.0252,0,12.7959,0.0537831,0.509099,-0.159757,0.229263,13471.4,-0.145056,13.0529,0
2248,-0.156089,13.0202,0,12.7959,0.458408,-0.62199,-0.156089,0.224287,13473.4,-0.167937,12.9661,0
2260,-0.121487,13.0037,0,12.7959,2.88352,-1.37966,-0.121487,0.207731,13476.8,-0.0854828,13.0323,0
2268,-0.0649076,12.9794,0,12.7959,7.07245,-3.03695,-0.0649076,0.183435,13481.1,-0.0382778,12.9676,0
2280,-0.034973,12.9697,0,12.7959,2.49455,-0.804531,-0.034973,0.173781,13485.7,0.100536,12.8905,0
2288,-0.0164605,12.9764,0,12.7959,2.31406,0.833463,-0.0164605,0.180449,13490.1,-0.0226134,12.9803,0
2300,0.00652788,12.9765,0,12.7959,1.9157,0.0108382,0.00652788,0.180579,13494.2,-0.0939017,12.938,0
2308,0.0264179,12.9946,0,12.7959,2.48625,2.25801,0.0264179,0.198643,13498.6,0.108938,13.1693,0
2320,0.0289062,13.03,0,12.7959,0.20736,2.9526,0.0289062,0.234074,13503.6,0.0291097,13.1227,0
2328,0.0312112,13.0659,0,12.7959,0.288126,4.48605,0.0312112,0.269963,13507.9,0.0500194,13.0085,0
2340,0.0157364,13.0682,0,12.7959,-1.28957,0.194975,0.0157364,0.272302,13510.3,0.132554,13.1138,0
2348,0.0256147,13.0676,0,12.7959,1.23478,-0.083669,0.0256147,0.271633,13511.4,0.00892577,13.1633,0
2360,0.0325994,13.0615,0,12.7959,0.582065,-0.504967,0.0325994,0.265573,13512.1,0.00122767,13.052,0
2368,0.0339581,13.0635,0,12.7959,0.169829,0.244016,0.0339581,0.267525,13512.6,0.0466928,13.0091,0
2380,0.0550856,13.0531,0,12.7959,1.76063,-0.863071,0.0550856,0.257169,13513.3,0.085327,13.0902,0
2388,0.100793,13.0512,0,12.7959,5.71347,-0.241613,0.100793,0.255236,13514.1,0.16569,13.0999,0
2400,0.123548,13.0599,0,12.7959,1.89625,0.726637,0.123548,0.263955,13515.7,0.213455,13.0131,0
2408,0.147169,13.0613,0,12.7959,2.95257,0.170429,0.147169,0.265319,13519.6,0.132136,13.1518,0
2422,0.168369,13.0534,0,12.7959,1.51431,-0.560505,0.168369,0.257472,13529,0.184747,13.1379,0
2430,0.168036,13.0495,0,12.7959,-0.0416371,-0.491452,0.168036,0.25354,13545.4,0.202897,13.0543,0
2442,0.146808,13.0497,0,12.7959,-1.76905,0.0181284,0.146808,0.253758,13565,0.156403,12.9996,0
2450,0.137147,13.0368,0,12.7959,-1.20757,-1.6103,0.137147,0.240875,13581.3,-0.00133875,13.0373,0
2461,0.133837,13.0018,0,12.7959,-0.300917,-3.17967,0.133837,0.205899,13592,-0.0584907,12.9594,0
2470,0.134819,13.0002,0,12.7959,0.10912,-0.18509,0.134819,0.204233,13599.1,0.20317,12.9224,0
2482,0.163597,12.9966,0,12.7959,2.39819,-0.297735,0.163597,0.20066,13605.2,0.353773,12.9776,0
2494,0.245465,12.9941,0,12.7959,6.82232,-0.212344,0.245465,0.198112,13612.3,0.345183,13.0334,0
2501,0.279653,13.0156,0,12.7959,4.88402,3.07254,0.279653,0.21962,13621.2,0.222331,13.0227,0
2513,0.301049,13.0157,0,12.7959,1.78295,0.00915831,0.301049,0.21973,13630.6,0.349539,13.0886,0
2521,0.324381,13.0143,0,12.7959,2.91651,-0.168505,0.324381,0.218382,13640.1,0.390302,13.0008,0
2533,0.335743,13.005,0,12.7959,0.94689,-0.779359,0.335743,0.209029,13650.1,0.293322,12.998,0
2542,0.334817,12.9939,0,12.7959,-0.10294,-1.22732,0.334817,0.197983,13658.6,0.269908,12.9455,0
2552,0.322639,12.9889,0,12.7959,-1.21778,-0.501093,0.322639,0.192973,13663.4,0.35782,12.908,0
2560,0.308209,12.9891,0,12.7959,-1.80375,0.0199243,0.308209,0.193132,13666.6,0.299862,12.9892,0
2572,0.290777,12.9898,0,12.7959,-1.45273,0.0618548,0.290777,0.193874,13672.7,0.260551,12.9918,0
2580,0.290104,12.9907,0,12.7959,-0.0840425,0.105267,0.290104,0.194716,13683.3,0.164275,12.979,0
2592,0.291137,12.9989,0,12.7959,0.0860858,0.690101,0.291137,0.202998,13694.9,0.136094,13.0146,0
2600,0.299057,12.999,0,12.7959,0.989972,0.00279517,0.299057,0.20302,13703.2,0.371938,13.0362,0
2612,0.30548,12.9989,0,12.7959,0.535271,-0.00892154,0.30548,0.202913,13708.4,0.318186,13.0092,0
2620,0.306506,13.0079,0,12.7959,0.128163,1.12651,0.306506,0.211925,13712.5,0.352556,12.9569,0
2632,0.305598,13.0141,0,12.7959,-0.0756422,0.521599,0.305598,0.218184,13718.6,0.267278,12.9544,0
2640,0.271821,13.0163,0,12.7959,-4.22209,0.268737,0.271821,0.220334,13730.6,0.223708,13.0236,0
2654,0.241058,13.0287,0,12.7959,-2.19737,0.884646,0.241058,0.232719,13748.3,0.30574,13.056,0
2662,0.237192,13.0354,0,12.7959,-0.483286,0.843693,0.237192,0.239469,13764.7,0.196671,13.0513,0
2672,0.237439,13.0357,0,12.7959,0.0247445,0.0258145,0.237439,0.239727,13773.9,0.231451,13.0352,0
2680,0.246676,13.0354,0,12.7959,1.15458,-0.0334261,0.246676,0.239459,13777.4,0.258295,13.0885,0
2692,0.27187,13.0371,0,12.7959,2.0995,0.140783,0.27187,0.241149,13779.4,0.292559,12.9519,0
2700,0.310355,13.0362,0,12.7959,4.81066,-0.106246,0.310355,0.240299,13782,0.374354,12.9904,0
2714,0.325926,13.0515,0,12.7959,1.11222,1.08938,0.325926,0.25555,13786.1,0.352087,13.1004,0
2722,0.329013,13.0817,0,12.7959,0.385861,3.77682,0.329013,0.285765,13791.7,0.400103,13.0216,0
2732,0.329207,13.1008,0,12.7959,0.0193787,1.91292,0.329207,0.304894,13797.4,0.314698,13.1195,0
2746,0.29561,13.1029,0,12.7959,-2.39973,0.150812,0.29561,0.307005,13802.1,0.212263,13.19,0
2756,0.253425,13.103,0,12.7959,-4.21858,0.00284003,0.253425,0.307034,13806.7,0.202168,13.1072,0
2764,0.234339,13.1036,0,12.7959,-2.3857,0.079603,0.234339,0.307671,13812.2,0.245221,13.0968,0
2772,0.232767,13.1009,0,12.7959,-0.196479,-0.338519,0.232767,0.304962,13819.6,0.21042,12.9741,0
2784,0.217948,13.0817,0,12.7959,-1.23495,-1.60021,0.217948,0.28576,13830.5,0.204897,13.1426,0
2792,0.214586,13.0535,0,12.7959,-0.420215,-3.52841,0.214586,0.257533,13843.7,0.264294,13.0239,0
2804,0.20484,13.0475,0,12.7959,-0.812177,-0.49496,0.20484,0.251593,13854.8,0.226644,13.0337,0
2812,0.200328,13.0399,0,12.7959,-0.56395,-0.956513,0.200328,0.243941,13861.6,0.0881516,13.1356,0
2824,0.204855,13.0354,0,12.7959,0.377212,-0.37487,0.204855,0.239442,13865.6,0.15375,13.0541,0
2832,0.196424,13.0351,0,12.7959,-1.05386,-0.0387722,0.196424,0.239132,13868.6,0.251298,12.9993,0
2844,0.188129,13.023,0,12.7959,-0.691224,-1.00232,0.188129,0.227104,13871.4,0.255687,13.0174,0
2852,0.171541,12.995,0,12.7959,-2.07356,-3.50818,0.171541,0.199039,13873.7,0.156076,12.9774,0
2864,0.150461,12.983,0,12.7959,-1.75666,-0.995363,0.150461,0.187095,13875.4,0.0797649,12.964,0
2872,0.142596,12.9829,0,12.7959,-0.983122,-0.0222154,0.142596,0.186917,13876.6,0.137904,12.9625,0
2884,0.140697,12.9838,0,12.7959,-0.158253,0.0775782,0.140697,0.187848,13878.8,0.145837,13.013,0
2892,0.142405,13.0039,0,12.7959,0.213471,2.50969,0.142405,0.207925,13883.5,0.17147,13.0331,0
2904,0.145912,13.0229,0,12.7959,0.292295,1.58742,0.145912,0.226974,13891.5,-0.062192,13.0069,0
2912,0.151766,13.03,0,12.7959,0.731732,0.888286,0.151766,0.234081,13901.6,-0.00791053,13.0334,0
2926,0.15855,13.0297,0,12.7959,0.484553,-0.0204401,0.15855,0.233795,13911.3,0.103997,13.0835,0
2936,0.165017,13.0219,0,12.7959,0.646737,-0.783578,0.165017,0.225959,13919,0.149415,13.1011,0
2944,0.169743,12.9974,0,12.7959,0.590748,-3.06236,0.169743,0.20146,13924.2,-0.110616,12.9792,0
2952,0.170197,12.9692,0,12.7959,0.0567616,-3.52235,0.170197,0.173281,13926.2,0.212879,12.9694,0
2964,0.181379,12.9626,0,12.7959,0.931854,-0.554431,0.181379,0.166628,13922.6,0.168773,12.9126,0
2972,0.205531,12.9614,0,12.7959,3.0189,-0.150122,0.205531,0.165427,13902,0.25537,12.9458,0
2986,0.400423,12.9552,0,12.7959,13.9209,-0.443452,0.400423,0.159219,13833.6,0.46409,12.953,0
2998,3.40611,12.8636,22.3212,12.7959,250.474,-7.62657,-18.9151,0.0676997,13688.4,22.0291,12.6141,0
3008,11.5339,12.659,22.3212,12.7959,812.78,-20.4629,-10.7873,-0.136929,13497.2,22.0623,12.5707,0
3019,19.2999,12.563,22.3212,12.7959,705.997,-8.72805,-3.02137,-0.232938,13340.7,21.9212,12.5236,0
3027,21.9543,12.5624,22.3212,12.7959,331.801,-0.0796115,-0.366954,-0.233575,13257.4,22.0975,12.6018,0
3037,22.0756,12.5622,22.3212,12.7959,12.137,-0.0157876,-0.245584,-0.233733,13219.7,22.2389,12.6252,0
3045,22.097,12.5533,22.3212,12.7959,2.66705,-1.11757,-0.224248,-0.242673,13194.4,22.2001,12.5068,0
3057,22.1192,12.5632,22.3212,12.7959,1.84717,0.827501,-0.202082,-0.232743,13170.1,22.1863,12.4873,0
3065,22.1206,12.5528,22.3212,12.7959,0.181516,-1.30141,-0.20063,-0.243154,13146.6,22.2081,12.5931,0
3079,22.1238,12.5527,22.3212,12.7959,0.226496,-0.00675727,-0.197459,-0.243249,13123.6,22.1599,12.5738,0
3087,22.135,12.5621,22.3212,12.7959,1.4015,1.17658,-0.186247,-0.233836,13096.8,22.0966,12.5407,0
3097,22.1359,12.5744,22.3212,12.7959,0.0929083,1.22841,-0.185318,-0.221552,13063.4,22.1085,12.6192,0
3105,22.1564,12.5876,22.3212,12.7959,2.55461,1.65657,-0.164881,-0.2083,13028.1,22.1785,12.576,0
3118,22.1767,12.6339,22.3212,12.7959,1.56626,3.55793,-0.144519,-0.162047,12996.1,22.1755,12.7156,0
3125,22.1785,12.7121,22.3212,12.7959,0.249707,11.1666,-0.142772,-0.0838801,12969.1,22.185,12.7776,0
3137,22.1778,12.7332,22.3212,12.7959,-0.0526115,1.75798,-0.143403,-0.0627844,12947.6,22.1867,12.7618,0
3145,22.1771,12.7339,22.3212,12.7959,-0.0884952,0.0978686,-0.144111,-0.0620014,12931.4,22.1813,12.8103,0
3156,22.1602,12.7324,22.3212,12.7959,-1.53515,-0.141129,-0.160997,-0.0635539,12917.4,22.1021,12.6325,0
3165,22.1267,12.6958,22.3212,12.7959,-3.72676,-4.0673,-0.194538,-0.10016,12899.8,22.0973,12.6504,0
3176,22.1256,12.6843,22.3212,12.7959,-0.0977851,-1.04441,-0.195614,-0.111648,12874.2,22.0975,12.6831,0
3184,22.1267,12.679,22.3212,12.7959,0.1357,-0.655363,-0.194528,-0.116891,12842.5,22.1089,12.6621,0
3198,22.147,12.679,22.3212,12.7959,1.44694,-0.00375984,-0.174271,-0.116944,12811.5,22.1916,12.687,0
3205,22.1491,12.6838,22.3212,12.7959,0.310537,0.68405,-0.172097,-0.112155,12786.8,22.1871,12.687,0
3216,22.1824,12.6835,22.3212,12.7959,3.02776,-0.0301652,-0.138792,-0.112487,12769.4,22.2092,12.6105,0
3228,22.1839,12.6836,22.3212,12.7959,0.121405,0.0123929,-0.137335,-0.112338,12756.4,22.0812,12.7187,0
3236,22.1835,12.6822,22.3212,12.7959,-0.0512943,-0.174737,-0.137746,-0.113736,12741.8,22.3521,12.6815,0
3248,22.173,12.6821,22.3212,12.7959,-0.877836,-0.0117825,-0.14828,-0.113878,12721.5,22.1564,12.638,0
3257,22.1726,12.6796,22.3212,12.7959,-0.0410214,-0.277999,-0.148649,-0.11638,12698.4,22.2222,12.7063,0
3268,22.1721,12.6773,22.3212,12.7959,-0.0397554,-0.207032,-0.149086,-0.118657,12678.9,22.1635,12.7031,0
3276,22.1565,12.6772,22.3212,12.7959,-1.95019,-0.00698071,-0.164688,-0.118713,12666.2,22.2175,12.7946,0
3289,22.0716,12.6776,22.3212,12.7959,-6.53258,0.0270428,-0.249611,-0.118361,12658.1,21.898,12.7488,0
3297,22.069,12.6806,22.3212,12.7959,-0.332565,0.378863,-0.252272,-0.11533,12646.9,22.0476,12.5172,0
3308,22.0976,12.6842,22.3212,12.7959,2.60729,0.325273,-0.223592,-0.111752,12620.5,21.8878,12.5395,0
3316,22.1652,12.6886,22.3212,12.7959,8.44444,0.553316,-0.156036,-0.107326,12576.8,22.768,13.2855,0
3328,22.4494,12.6949,22.3212,12.7959,23.6849,0.527396,0.128183,-0.100997,12534.8,17.5541,-28.962,0
3336,22.4615,12.7014,22.3212,12.7959,1.51477,0.807604,0.140301,-0.0945363,12512.1,25.344,7.21341,0
3349,22.4545,12.715,22.3212,12.7959,-0.539749,1.04539,0.133284,-0.0809462,12506.5,22.6718,10.1309,0
3357,22.2913,12.7314,22.3212,12.7959,-20.4082,2.05101,-0.0299813,-0.0645382,12510.2,21.9667,11.938,0
3368,21.9321,12.7542,22.3212,12.7959,-32.6494,2.0727,-0.389125,-0.0417385,12518,21.5468,12.9829,0
3376,21.6066,12.7827,22.3212,12.7959,-40.6922,3.56071,-0.714663,-0.0132528,12526.9,21.6029,12.6523,0
3388,21.5925,12.7963,22.3212,12.7959,-1.176,1.13297,-0.728775,0.000342869,12537.9,21.6649,12.7475,0
3396,21.5935,12.8051,22.3212,12.7959,0.130781,1.10358,-0.727728,0.00917154,12552.4,21.5756,12.8163,0
3408,21.6252,12.8146,22.3212,12.7959,2.64545,0.788034,-0.695983,0.0186279,12568.7,21.7044,12.8627,0
3416,21.6526,12.8157,22.3212,12.7959,3.42,0.1398,-0.668623,0.0197463,12585.6,21.6448,12.8194,0
3428,21.6537,12.8168,22.3212,12.7959,0.0919592,0.0946278,-0.667519,0.0208819,12605.1,21.7731,12.8236,0
3436,21.6518,12.8182,22.3212,12.7959,-0.243312,0.172248,-0.669466,0.0222599,12626.7,21.6541,12.8079,0
3448,21.6084,12.8239,22.3212,12.7959,-3.61658,0.476059,-0.712865,0.0279726,12645.4,21.5252,12.7938,0
3456,21.6043,12.8859,22.3212,12.7959,-0.513894,7.75362,-0.716976,0.0900016,12657.8,21.5146,13.0142,2
3468,21.6031,12.9266,22.3212,12.7959,-0.0974442,3.38457,-0.718145,0.130616,12666.1,21.5894,12.9711,2
3480,21.6133,12.9282,22.3212,12.7959,0.848868,0.136305,-0.707959,0.132252,12673.9,21.6641,12.928,2
3488,21.6992,12.9262,22.3212,12.7959,10.7463,-0.249237,-0.621988,0.130258,12682.7,21.7387,12.8849,2
3500,21.7577,12.8849,22.3212,12.7959,4.87455,-3.44543,-0.563494,0.0889131,12693.8,21.8134,12.8417,2
3508,21.832,12.8414,22.3212,12.7959,9.28062,-5.43658,-0.489249,0.0454205,12707.3,21.8879,12.7985,2
3520,21.9137,12.791,22.3212,12.7959,6.81059,-4.19548,-0.407522,-0.00492528,12720.8,21.9624,12.7553,2
3528,21.9525,12.7589,22.3212,12.7959,4.8437,-4.0111,-0.368772,-0.0370141,12731.4,22.0369,12.712,2
3540,21.9721,12.7515,22.3212,12.7959,1.63712,-0.620885,-0.349127,-0.0444647,12739.6,22.1114,12.6687,2
3548,22.0009,12.7389,22.3212,12.7959,3.59789,-1.572,-0.320344,-0.0570406,12748.8,22.1857,12.6254,2
3562,22.0406,12.7199,22.3212,12.7959,2.83437,-1.35676,-0.280663,-0.0760352,12761.7,22.3634,12.5812,0
3568,22.1028,12.7023,22.3212,12.7959,10.3763,-2.93825,-0.218405,-0.0936647,12778.9,22.2578,12.7647,0
3580,22.1619,12.6857,22.3212,12.7959,4.92568,-1.37901,-0.159297,-0.110213,12799.8,22.2353,12.683,0
3590,22.2039,12.6759,22.3212,12.7959,4.19499,-0.977955,-0.117347,-0.119992,12822.2,22.3373,12.726,0
3602,22.2451,12.6691,22.3212,12.7959,3.43619,-0.571889,-0.0761125,-0.126855,12841.1,22.2668,12.5934,0
3610,22.2659,12.6471,22.3212,12.7959,2.59671,-2.74367,-0.0553388,-0.148804,12855.9,3.50715,-58.2555,0
3622,22.2778,12.6275,22.3212,12.7959,0.991531,-1.63977,-0.0434404,-0.168482,12871.8,22.0481,12.6222,0
3630,22.296,12.6223,22.3212,12.7959,2.28107,-0.639746,-0.0251918,-0.1736,12893.6,22.3306,12.7063,0
3642,22.3077,12.6139,22.3212,12.7959,0.974736,-0.704541,-0.013495,-0.182054,12920.5,22.3505,12.6352,0
3650,22.312,12.6061,22.3212,12.7959,0.533642,-0.967074,-0.00922587,-0.189791,12946.7,22.2849,12.6187,0
3662,22.3154,12.6017,22.3212,12.7959,0.280924,-0.37118,-0.00585478,-0.194245,12967.4,22.3511,12.4746,0
3670,22.3182,12.597,22.3212,12.7959,0.350905,-0.584779,-0.00304754,-0.198923,12983,22.308,12.5782,0
3682,22.3185,12.5921,22.3212,12.7959,0.0244969,-0.40566,-0.00275358,-0.203791,12996.4,22.369,12.7137,0
3690,22.3186,12.5892,22.3212,12.7959,0.0139017,-0.367783,-0.00264236,-0.206733,13012.1,22.3149,12.4972,0
3702,22.3215,12.5408,22.3212,12.7959,0.245369,-4.03288,0.000302067,-0.255128,13031.5,22.3134,12.4821,0
3710,22.3499,12.4909,22.3212,12.7959,3.54082,-6.24299,0.0286286,-0.305072,13052.2,22.4376,12.4602,0
3722,22.3727,12.4847,22.3212,12.7959,1.90148,-0.513526,0.0514463,-0.311234,13073.5,22.4244,12.5095,0
3734,22.3736,12.4848,22.3212,12.7959,0.0782764,0.00841956,0.0523857,-0.311133,13097.4,22.4101,12.4493,0
3742,22.3721,12.4921,22.3212,12.7959,-0.184961,0.913773,0.050906,-0.303823,13124.6,22.3359,12.4646,0
3754,22.3438,12.5152,22.3212,12.7959,-2.35806,1.92063,0.0226093,-0.280775,13152.6,22.291,12.6203,0
3762,22.3393,12.5458,22.3212,12.7959,-0.570321,3.8295,0.0180467,-0.250139,13178.9,22.2232,12.6486,0
3774,22.2881,12.5474,22.3212,12.7959,-4.26335,0.129353,-0.0331135,-0.248587,13200.9,22.1464,12.602,0
3781,22.2645,12.5501,22.3212,12.7959,-3.37656,0.395682,-0.0567494,-0.245817,13217.7,22.4038,12.5516,0
3792,22.2494,12.5497,22.3212,12.7959,-1.368,-0.0417594,-0.0717974,-0.246277,13232.7,22.3371,12.3835,0
3800,22.2248,12.5353,22.3212,12.7959,-3.08262,-1.79603,-0.0964583,-0.260645,13251.1,21.936,12.5496,0
3812,22.2407,12.5263,22.3212,12.7959,1.3263,-0.74705,-0.0805427,-0.26961,13273.3,22.2052,12.5485,0
3820,22.2419,12.5265,22.3212,12.7959,0.14844,0.02255,-0.0793552,-0.269429,13294.8,22.1713,12.4946,0
3834,22.2514,12.5401,22.3212,12.7959,0.683025,0.967966,-0.0697928,-0.255878,13313.6,22.2785,12.5304,0
3842,22.2418,12.5671,22.3212,12.7959,-1.20866,3.37931,-0.0794621,-0.228843,13331.1,22.3581,12.6024,0
3853,22.25,12.6041,22.3212,12.7959,0.751299,3.36196,-0.0711978,-0.191861,13346.5,22.245,12.6078,0
3861,22.2614,12.6142,22.3212,12.7959,1.42584,1.2647,-0.0597911,-0.181744,13357.9,22.238,12.6478,0
3873,22.3033,12.6145,22.3212,12.7959,3.48887,0.0229631,-0.0179247,-0.181468,13367.1,22.3468,12.7017,0
3881,22.3056,12.6139,22.3212,12.7959,0.289046,-0.0769063,-0.0156123,-0.182084,13379.5,22.4578,12.5945,0
3893,22.3081,12.5988,22.3212,12.7959,0.202617,-1.25603,-0.0131809,-0.197156,13398.4,22.4469,12.5771,0
3901,22.3492,12.5701,22.3212,12.7959,5.14655,-3.58485,0.0279915,-0.225835,13420.4,22.2649,12.5123,0
3912,22.3088,12.5464,22.3212,12.7959,-3.67236,-2.15342,-0.0124045,-0.249522,13437.9,21.9492,12.5486,0
3920,22.2581,12.5293,22.3212,12.7959,-6.33678,-2.14303,-0.0630988,-0.266667,13448.6,22.3498,12.6774,0
3932,22.2575,12.5208,22.3212,12.7959,-0.0560661,-0.705801,-0.0637716,-0.275136,13457.2,22.2078,12.5083,0
3940,22.2858,12.5285,22.3212,12.7959,3.53806,0.961829,-0.0354671,-0.267442,13468.3,22.2489,12.4951,0
3952,22.3201,12.5292,22.3212,12.7959,2.85885,0.0587778,-0.00116081,-0.266736,13481.4,22.3589,12.5025,0
3960,22.2866,12.5392,22.3212,12.7959,-4.18962,1.24872,-0.0346778,-0.256746,13493.8,22.4102,12.6619,0
3972,22.2848,12.5385,22.3212,12.7959,-0.142395,-0.0564237,-0.0363865,-0.257424,13504.9,22.2859,12.5939,0
3984,22.2783,12.5385,22.3212,12.7959,-0.544375,0.00207596,-0.042919,-0.257399,13515.9,22.145,12.5095,0
3994,22.2382,12.5394,22.3212,12.7959,-4.01218,0.0874738,-0.0830409,-0.256524,13526.7,22.1857,12.5419,0
4004,22.2279,12.527,22.3212,12.7959,-1.02496,-1.23975,-0.0932905,-0.268921,13537.1,22.4972,12.4888,0
4012,22.228,12.5158,22.3212,12.7959,0.00277738,-1.40579,-0.0932683,-0.280168,13548.8,22.1444,12.5152,0
4024,22.2283,12.5154,22.3212,12.7959,0.025735,-0.0345799,-0.0929595,-0.280583,13564.4,22.2156,12.5864,0
4032,22.2351,12.5187,22.3212,12.7959,0.854018,0.420627,-0.0861273,-0.277218,13582.6,22.3095,12.495,0
4044,22.2399,12.5677,22.3212,12.7959,0.398743,4.08,-0.0813424,-0.228258,13598.3,22.4171,12.7056,0
4052,22.2391,12.6018,22.3212,12.7959,-0.104943,4.26132,-0.0821819,-0.194167,13607.4,22.2484,12.6198,0
4064,22.2426,12.6032,22.3212,12.7959,0.295522,0.116398,-0.0786357,-0.19277,13610.9,22.16,12.6086,0
4072,22.2428,12.6032,22.3212,12.7959,0.0197647,-3.54467e-05,-0.0784776,-0.192771,13611.7,22.2089,12.5877,0
4084,22.244,12.6026,22.3212,12.7959,0.106111,-0.0493647,-0.0772042,-0.193363,13611.4,22.2668,12.5466,0
4092,22.2747,12.5887,22.3212,12.7959,3.83689,-1.73355,-0.0465091,-0.207231,13609.9,22.3244,12.509,0
4104,22.3154,12.5787,22.3212,12.7959,3.38981,-0.832991,-0.00583132,-0.217227,13607,22.3092,12.6486,0
4112,22.3243,12.564,22.3212,12.7959,1.11054,-1.83674,0.00305298,-0.231921,13603,22.3291,12.571,0
4124,22.3342,12.5783,22.3212,12.7959,0.823931,1.18902,0.0129401,-0.217653,13598.8,22.3532,12.5868,0
4132,22.3453,12.5789,22.3212,12.7959,1.39246,0.0787578,0.0240798,-0.217023,13595.6,22.3444,12.5395,0
4144,22.3506,12.5813,22.3212,12.7959,0.438935,0.200643,0.0293471,-0.214615,13593.4,22.4033,12.7289,0
4152,22.3484,12.6394,22.3212,12.7959,-0.276151,7.26147,0.0271379,-0.156523,13590.6,22.3365,12.5385,0
4164,22.3391,12.712,22.3212,12.7959,-0.77263,6.04474,0.0178663,-0.0839866,13584.6,22.5269,12.6679,0
4172,22.2998,12.7406,22.3212,12.7959,-4.91185,3.57752,-0.0214285,-0.0553664,13574.7,22.0978,12.9578,0
4184,22.2622,12.7379,22.3212,12.7959,-3.13302,-0.220979,-0.0590247,-0.0580182,13564,22.15,12.8198,0
4192,22.2592,12.7513,22.3212,12.7959,-0.376932,1.6776,-0.0620402,-0.0445974,13555.5,22.3638,12.6897,0
4204,22.2391,12.752,22.3212,12.7959,-1.67354,0.0534495,-0.0821227,-0.043956,13549.8,22.2334,12.679,0
4212,22.2553,12.7519,22.3212,12.7959,2.02056,-0.00437922,-0.0659582,-0.043991,13546.5,22.2956,12.7491,0
4224,22.238,12.7523,22.3212,12.7959,-1.44267,0.0334134,-0.0832703,-0.04359,13544.9,22.2179,12.7477,0
4236,22.2352,12.7616,22.3212,12.7959,-0.232032,0.769716,-0.0860547,-0.0343534,13544.2,22.2955,12.8037,0
4244,22.1954,12.7844,22.3212,12.7959,-4.97676,2.85069,-0.125869,-0.0115479,13543.8,22.0437,12.7968,0
4256,22.1543,12.7965,22.3212,12.7959,-3.42022,1.01071,-0.166911,0.000580582,13543.5,22.1738,12.7973,0
4264,22.1321,12.7971,22.3212,12.7959,-2.77855,0.0678429,-0.18914,0.00112333,13543.4,22.224,12.7969,0
4276,22.0899,12.7973,22.3212,12.7959,-3.51616,0.0185062,-0.231334,0.0013454,13543.7,22.0899,12.8619,0
4284,22.0795,12.7984,22.3212,12.7959,-1.30118,0.138772,-0.241743,0.00245558,13544.2,22.0304,12.7688,0
4296,22.0332,12.8214,22.3212,12.7959,-3.8607,1.91972,-0.288072,0.0254923,13545,22.0207,12.8954,0
4304,22.0301,12.8455,22.3212,12.7959,-0.381372,3.01031,-0.291123,0.0495748,13545.9,22.0564,12.8689,0
4319,22.0265,12.8478,22.3212,12.7959,-0.242249,0.154951,-0.294756,0.051899,13546.9,21.9557,12.8455,0
4325,22.029,12.8522,22.3212,12.7959,0.425605,0.728883,-0.292203,0.0562723,13548.3,22.0472,12.7443,0
4338,22.0376,12.8523,22.3212,12.7959,0.658911,0.0104835,-0.283637,0.0564086,13550.1,21.9487,12.8503,0
4346,22.039,12.8516,22.3212,12.7959,0.180284,-0.0955242,-0.282195,0.0556444,13552.3,22.1656,12.9648,0
4358,22.0637,12.8515,22.3212,12.7959,2.05875,-0.00764783,-0.25749,0.0555527,13555,22.1551,12.9765,0
4366,22.0879,12.8496,22.3212,12.7959,3.01453,-0.237434,-0.233373,0.0536532,13558,22.029,12.7456,0
4378,22.0987,12.8071,22.3212,12.7959,0.903407,-3.54351,-0.222532,0.0111311,13561.2,22.0906,12.6847,0
4386,22.1078,12.7935,22.3212,12.7959,1.1409,-1.69799,-0.213405,-0.00245286,13563.9,22.1228,12.6859,0
4398,22.1408,12.7929,22.3212,12.7959,2.7447,-0.049352,-0.180469,-0.00304508,13565.6,22.3826,12.7555,0
4406,22.1726,12.7939,22.3212,12.7959,3.9769,0.120984,-0.148654,-0.00207721,13566.9,22.2055,12.8296,0
4418,22.1924,12.8175,22.3212,12.7959,1.65424,1.96889,-0.128803,0.0215495,13568.5,22.2145,12.8316,0
4426,22.1957,12.8185,22.3212,12.7959,0.407536,0.129107,-0.125542,0.0225824,13571.8,22.1809,12.8559,0
4438,22.1954,12.8179,22.3212,12.7959,-0.0255256,-0.0509842,-0.125849,0.0219706,13577.4,22.2199,12.8074,0
