20181105T124613.821368 960 540
20181105T124613.842093 960 540
20181105T124613.861381 960 540
20181105T124613.881364 960 540
20181105T124613.901972 960 540
20181105T124613.921372 960 540
20181105T124613.941376 960 540
20181105T124613.961390 960 540
20181105T124613.981368 960 540
20181105T124614.001366 960 540
20181105T124614.021379 960 540
20181105T124614.041359 960 540
20181105T124614.061364 960 540
20181105T124614.081365 960 540
20181105T124614.101362 960 540
20181105T124614.121367 960 540
20181105T124614.141358 960 540
20181105T124614.161414 960 540
20181105T124614.181364 960 540
20181105T124614.201356 960 540
20181105T124614.221374 960 540
20181105T124614.241364 960 540
20181105T124614.261313 960 540
20181105T124614.281305 960 540
20181105T124614.301320 960 540
20181105T124614.325371 960 540
20181105T124614.345336 960 540
20181105T124614.365333 960 540
20181105T124614.385347 960 540
20181105T124614.405353 960 540
20181105T124614.425364 960 540
20181105T124614.445355 960 540
20181105T124614.465352 960 540
20181105T124614.485381 960 540
20181105T124614.505359 960 540
20181105T124614.525355 960 540
20181105T124614.545369 960 540
20181105T124614.565391 960 540
20181105T124614.585356 960 540
20181105T124614.605365 960 540
20181105T124614.625350 960 540
20181105T124614.645310 960 540
20181105T124614.665387 960 540
20181105T124614.685347 960 540
20181105T124614.705348 960 540
20181105T124614.725353 960 540
20181105T124614.745355 960 540
20181105T124614.765395 960 540
20181105T124614.785334 960 540
20181105T124614.805343 960 540
20181105T124614.829346 960 540
20181105T124614.849350 960 540
20181105T124614.869365 960 540
20181105T124614.889353 960 540
20181105T124614.909341 960 540
20181105T124614.929357 960 540
20181105T124614.949345 960 540
20181105T124614.969344 960 540
20181105T124614.989360 960 540
20181105T124615.009347 960 540
20181105T124615.029355 960 540
20181105T124615.049348 960 540
20181105T124615.069343 960 540
20181105T124615.089359 960 540
20181105T124615.109344 960 540
20181105T124615.129329 960 540
20181105T124615.149338 960 540
20181105T124615.169300 960 540
20181105T124615.189350 960 540
20181105T124615.209340 960 540
20181105T124615.229340 960 540
20181105T124615.249399 960 540
20181105T124615.269333 960 540
20181105T124615.289324 960 540
20181105T124615.309324 960 540
20181105T124615.333373 960 122
20181105T124615.353345 960 122
20181105T124615.373338 960 122
20181105T124615.393334 960 122
20181105T124615.413346 960 122
20181105T124615.433332 960 122
20181105T124615.453324 960 122
20181105T124615.473338 960 122
20181105T124615.493340 960 122
20181105T124615.513352 960 122
20181105T124615.533331 960 122
20181105T124615.553316 960 122
20181105T124615.573627 960 122
20181105T124615.593340 960 122
20181105T124615.613302 960 122
20181105T124615.633340 960 122
20181105T124615.653619 960 122
20181105T124615.673871 960 122
20181105T124615.693335 960 122
20181105T124615.713330 960 122
20181105T124615.733347 960 122
20181105T124615.753343 960 122
20181105T124615.773328 960 122
20181105T124615.793320 960 122
20181105T124615.813278 960 122
20181105T124615.837340 960 122
20181105T124615.857336 960 122
20181105T124615.877468 960 122
20181105T124615.897338 960 122
20181105T124615.917338 960 122
20181105T124615.937350 960 122
20181105T124615.957464 960 122
20181105T124615.977325 960 122
20181105T124615.997339 960 122
20181105T124616.017337 960 122
20181105T124616.037342 960 122
20181105T124616.057352 960 122
20181105T124616.077339 960 122
20181105T124616.097297 960 122
20181105T124616.117342 960 122
20181105T124616.137336 960 122
20181105T124616.157349 960 122
20181105T124616.177334 960 122
20181105T124616.197401 960 122
20181105T124616.217347 960 122
20181105T124616.237616 960 122
20181105T124616.257626 960 122
20181105T124616.277676 960 122
20181105T124616.297277 960 122
20181105T124616.317315 960 122
20181105T124616.341316 960 122
20181105T124616.361311 960 122
20181105T124616.381322 960 122
20181105T124616.401318 960 122
20181105T124616.421330 960 122
20181105T124616.441614 960 122
20181105T124616.461447 960 122
20181105T124616.481721 960 122
20181105T124616.501327 960 122
20181105T124616.521287 960 122
20181105T124616.541320 960 122
20181105T124616.561321 960 122
20181105T124616.581327 960 122
20181105T124616.601320 960 122
20181105T124616.621307 960 122
20181105T124616.641316 960 122
20181105T124616.661310 960 122
20181105T124616.681313 960 122
20181105T124616.701316 960 122
20181105T124616.721315 960 122
20181105T124616.741316 960 122
20181105T124616.761312 960 122
20181105T124616.781301 960 122
20181105T124616.801294 960 122
20181105T124616.821297 960 540
20181105T124616.845313 960 540
20181105T124616.865308 960 540
20181105T124616.885291 960 540
20181105T124616.905309 960 540
20181105T124616.925305 960 540
20181105T124616.945316 960 540
20181105T124616.965309 960 540
20181105T124616.985314 960 540
20181105T124617.005324 960 540
20181105T124617.025308 960 540
20181105T124617.045285 960 540
20181105T124617.065277 960 540
20181105T124617.085298 960 540
20181105T124617.105288 960 540
20181105T124617.125297 960 540
20181105T124617.145294 960 540
20181105T124617.165751 960 540
20181105T124617.185375 960 540
20181105T124617.205310 960 540
20181105T124617.225293 960 540
20181105T124617.245290 960 540
20181105T124617.265312 960 540
20181105T124617.285277 960 540
20181105T124617.305277 960 540
20181105T124617.325277 960 540
20181105T124617.349287 960 540
20181105T124617.369807 960 540
20181105T124617.389292 960 540
20181105T124617.409285 960 540
20181105T124617.429486 960 540
20181105T124617.449293 960 540
20181105T124617.469306 960 540
20181105T124617.489296 960 540
20181105T124617.509287 960 540
20181105T124617.529301 960 540
20181105T124617.549297 960 540
20181105T124617.569286 960 540
20181105T124617.589294 960 540
20181105T124617.609284 960 540
20181105T124617.629569 960 540
20181105T124617.649246 960 540
20181105T124617.669341 960 540
20181105T124617.689281 960 540
20181105T124617.709280 960 540
20181105T124617.729278 960 540
20181105T124617.749279 960 540
20181105T124617.769288 960 540
20181105T124617.789282 960 540
20181105T124617.809272 960 540
20181105T124617.829266 960 540
20181105T124617.853293 960 540
20181105T124617.873282 960 540
20181105T124617.893550 960 540
20181105T124617.913285 960 540
20181105T124617.933278 960 540
20181105T124617.953288 960 540
20181105T124617.973277 960 540
20181105T124617.993302 960 540
20181105T124618.013293 960 540
20181105T124618.033277 960 540
20181105T124618.053300 960 540
20181105T124618.073278 960 540
20181105T124618.093276 960 540
20181105T124618.113280 960 540
20181105T124618.133276 960 540
20181105T124618.153271 960 540
20181105T124618.173281 960 540
20181105T124618.193269 960 540
20181105T124618.213277 960 540
20181105T124618.233270 960 540
20181105T124618.253261 960 540
20181105T124618.273275 960 540
20181105T124618.293251 960 540
20181105T124618.313580 960 540
20181105T124618.333431 960 332
20181105T124618.357276 960 332
20181105T124618.377288 960 332
20181105T124618.397275 960 332
20181105T124618.417318 960 332
20181105T124618.437270 960 332
20181105T124618.457228 960 332
20181105T124618.477280 960 332
20181105T124618.497268 960 332
20181105T124618.517269 960 332
20181105T124618.537280 960 332
20181105T124618.557275 960 332
20181105T124618.577286 960 332
20181105T124618.597276 960 332
20181105T124618.617268 960 332
20181105T124618.637281 960 332
20181105T124618.657268 960 332
20181105T124618.677267 960 332
20181105T124618.697262 960 332
20181105T124618.717264 960 332
20181105T124618.737274 960 332
20181105T124618.757268 960 332
20181105T124618.777280 960 332
20181105T124618.797252 960 332
20181105T124618.817258 960 332
