Resolution,1920,1080,Distance,57,Width,47.8,Subject,ACT-05208452X,Test,CC9-04202018-132722,Calibration,CC9-04202018-132722
Time(ms),GazeX(deg),GazeY(deg),StimulusX(deg),StimulusY(deg),GazeVelX(deg/s),GazeVelY(deg/s),ErrorX(deg),ErrorY(deg),PupilArea(px^2),GazeRawX(deg),GazeRawY(deg),Blinks
4261,22.3678,12.4776,22.3212,12.7959,0.386172,-0.695244,0.0465387,-0.318301,13250.2,22.3389,12.4672,0
4273,22.368,12.4774,22.3212,12.7959,0.0202604,-0.0203752,0.0467819,-0.318545,13250.4,22.2964,12.5539,0
4281,22.3701,12.4774,22.3212,12.7959,0.25897,-0.00307815,0.0488536,-0.31857,13250.9,22.3774,12.4623,0
4293,22.3617,12.4767,22.3212,12.7959,-0.697219,-0.0571767,0.040487,-0.319256,13251.9,22.4026,12.4336,0
4301,22.3614,12.4725,22.3212,12.7959,-0.0445602,-0.527485,0.0401305,-0.323476,13253.1,22.3755,12.542,0
4313,22.3605,12.4723,22.3212,12.7959,-0.0709729,-0.0152941,0.0392788,-0.323659,13254.4,22.3469,12.4848,0
4321,22.3411,12.4723,22.3212,12.7959,-2.42522,0.00266977,0.0198771,-0.323638,13255.4,22.3131,12.4599,0
4333,22.3403,12.4723,22.3212,12.7959,-0.0710472,7.97008e-05,0.0190245,-0.323637,13256.7,22.3273,12.4196,0
4341,22.34,12.4721,22.3212,12.7959,-0.0338965,-0.0304937,0.0187533,-0.323881,13260.5,22.3398,12.521,0
4353,22.3338,12.4665,22.3212,12.7959,-0.51422,-0.462706,0.0125827,-0.329433,13269.7,22.4243,12.4341,0
4361,22.3335,12.4666,22.3212,12.7959,-0.0397835,0.017806,0.0122644,-0.329291,13284.4,22.3689,12.4361,0
4373,22.3325,12.4754,22.3212,12.7959,-0.0808213,0.732811,0.0112946,-0.320497,13299.5,22.2598,12.4844,0
4381,22.3345,12.476,22.3212,12.7959,0.247795,0.0757317,0.0132769,-0.319891,13310.4,22.2936,12.512,0
4393,22.3267,12.4811,22.3212,12.7959,-0.650811,0.421384,0.0054672,-0.314835,13319.8,22.2876,12.4986,0
4401,22.3071,12.4813,22.3212,12.7959,-2.44962,0.030515,-0.0141297,-0.314591,13334.3,22.3384,12.5213,0
4413,22.2906,12.4816,22.3212,12.7959,-1.37926,0.0248782,-0.0306809,-0.314292,13354.8,22.3233,12.4438,0
4425,22.2714,12.487,22.3212,12.7959,-1.59826,0.449749,-0.04986,-0.308895,13374.3,22.2096,12.3686,0
4433,22.2607,12.4648,22.3212,12.7959,-1.33959,-2.78016,-0.0605767,-0.331136,13388.3,22.2517,12.3942,0
4445,22.2602,12.4568,22.3212,12.7959,-0.0344043,-0.665359,-0.0609895,-0.339121,13399.9,22.2438,12.5179,0
4453,22.261,12.4545,22.3212,12.7959,0.0896145,-0.286349,-0.0602726,-0.341411,13413.5,22.2904,12.4569,0
4465,22.278,12.4544,22.3212,12.7959,1.42022,-0.00914769,-0.04323,-0.341521,13434.8,22.2866,12.4555,0
4473,22.2997,12.4535,22.3212,12.7959,2.71575,-0.119098,-0.021504,-0.342474,13487.1,22.314,12.4497,0
4485,22.3188,12.3188,22.3212,12.7959,1.59089,-11.2222,-0.00241328,-0.47714,13618.5,22.3138,12.3709,0
4493,22.4504,9.41841,22.3212,0,16.4482,-362.549,0.129172,9.41841,13835.9,22.7854,0.0194176,0
4503,22.6605,3.46638,22.3212,0,21.0132,-595.203,0.339304,3.46638,14047.8,22.8183,0.00803092,0
4515,22.7528,0.235416,22.3212,0,7.68597,-269.247,0.431535,0.235416,14166.8,22.7316,-0.0180043,0
4523,22.7639,0.0608477,22.3212,0,1.3865,-21.8211,0.442627,0.0608477,14204.4,22.7519,0.0521367,0
4534,22.7694,0.0542858,22.3212,0,0.50378,-0.596531,0.448169,0.0542858,14209.4,22.8072,0.176182,0
4542,22.7693,0.0556964,22.3212,0,-0.0119808,0.176325,0.448073,0.0556964,14203.6,22.668,0.126835,0
4554,22.7608,0.0816109,22.3212,0,-0.711034,2.15954,0.439541,0.0816109,14190,22.9108,-0.0610791,0
4562,22.7357,0.082505,22.3212,0,-3.14015,0.111762,0.41442,0.082505,14171.7,22.7347,0.0329369,0
4574,22.7014,0.0548586,22.3212,0,-2.85547,-2.30386,0.380154,0.0548586,14153.9,22.655,0.143494,0
4582,22.6991,-0.0268983,22.3212,0,-0.290132,-10.2196,0.377833,-0.0268983,14136.7,22.6671,-0.19846,0
4594,22.6965,-0.170636,22.3212,0,-0.212724,-11.9782,0.37528,-0.170636,14115.7,22.724,-0.318265,0
4602,22.6955,-0.271772,22.3212,0,-0.12145,-12.6419,0.374309,-0.271772,14088.8,22.7501,-0.272225,0
4614,22.6985,-0.276064,22.3212,0,0.247004,-0.357716,0.377273,-0.276064,14054.9,22.6218,-0.251881,0
4622,22.7057,-0.274084,22.3212,0,0.901584,0.247504,0.384485,-0.274084,14014.1,22.7177,-0.309599,0
4634,22.7178,-0.220883,22.3212,0,1.00306,4.43343,0.396522,-0.220883,13973.5,22.704,-0.0152107,0
4642,22.7199,-0.158361,22.3212,0,0.270505,7.81528,0.398686,-0.158361,13940.9,22.7291,0.0598552,0
4654,22.7449,-0.11827,22.3212,0,2.07794,3.34095,0.423621,-0.11827,13915.4,22.7971,-0.182114,0
4662,22.7694,-0.0989154,22.3212,0,3.06732,2.41927,0.44816,-0.0989154,13889.2,22.8462,-0.0395325,0
4674,22.7828,-0.099293,22.3212,0,1.12044,-0.0314653,0.461605,-0.099293,13856.2,22.7775,-0.0635185,0
4682,22.8078,-0.116362,22.3212,0,3.1245,-2.13366,0.486601,-0.116362,13817.8,22.8441,-0.133265,0
4694,22.8292,-0.119704,22.3212,0,1.78409,-0.278519,0.50801,-0.119704,13780.3,22.8336,-0.14071,0
4702,22.8355,-0.164351,22.3212,0,0.781499,-5.58082,0.514262,-0.164351,13750.1,22.8274,-0.241913,0
4714,22.8598,-0.213639,22.3212,0,2.02271,-4.1073,0.538535,-0.213639,13728.9,22.8966,-0.36315,0
4726,22.8883,-0.217582,22.3212,0,2.37858,-0.328642,0.567078,-0.217582,13711.4,22.8635,-0.275748,0
4734,22.8893,-0.237341,22.3212,0,0.127563,-2.46981,0.568098,-0.237341,13690.8,22.9213,-0.204657,0
4746,22.8866,-0.237632,22.3212,0,-0.22602,-0.0242594,0.565386,-0.237632,13665.8,22.9471,-0.188127,0
4754,22.8221,-0.224431,22.3212,0,-8.07083,1.65012,0.500819,-0.224431,13641.4,22.7323,-0.230629,0
4766,22.7482,-0.22123,22.3212,0,-6.15164,0.26679,0.427,-0.22123,13622.3,22.7945,-0.278059,0
4774,22.6784,-0.217652,22.3212,0,-8.7265,0.447235,0.357188,-0.217652,13607.5,22.6246,-0.186984,0
4786,22.6118,-0.214417,22.3212,0,-5.55568,0.26954,0.29052,-0.214417,13592.5,22.5591,-0.259517,0
4794,22.5783,-0.195349,22.3212,0,-4.18696,2.38354,0.257024,-0.195349,13576.5,22.5955,-0.288251,0
4806,22.5473,-0.17688,22.3212,0,-2.5837,1.53908,0.22602,-0.17688,13561.7,22.5138,-0.0855444,0
4814,22.4953,-0.120864,22.3212,0,-6.49924,7.00194,0.174026,-0.120864,13548,22.3152,0.0285568,0
4826,22.4487,-0.0757454,22.3212,0,-3.87831,3.75991,0.127486,-0.0757454,13533.2,22.394,0.00348813,0
4834,22.4407,-0.0736464,22.3212,0,-0.998815,0.262373,0.119495,-0.0736464,13516.4,22.4867,-0.158792,0
4846,22.4404,-0.0752403,22.3212,0,-0.0236554,-0.132823,0.119211,-0.0752403,13498.2,22.6075,-0.143655,0
4854,22.44,-0.11277,22.3212,0,-0.0522143,-4.6912,0.118794,-0.11277,13480,22.394,-0.019622,0
4866,22.4388,-0.137604,22.3212,0,-0.102192,-2.06953,0.117567,-0.137604,13462.4,22.5614,-0.357775,0
4874,22.4155,-0.137775,22.3212,0,-2.9072,-0.0213807,0.0943098,-0.137775,13445.7,22.4528,-0.193034,0
4886,22.3751,-0.135358,22.3212,0,-3.36887,0.201411,0.0538833,-0.135358,13430.2,22.2628,-0.123525,0
4894,22.329,-0.111227,22.3212,0,-5.76659,3.01639,0.00775064,-0.111227,13417.2,22.4727,0.0129416,0
4906,22.3192,-0.0816144,22.3212,0,-0.812425,2.46773,-0.00199845,-0.0816144,13407.1,22.2525,-0.0651859,0
4914,22.3206,-0.0423358,22.3212,0,0.168544,4.90983,-0.000650101,-0.0423358,13398.3,22.2149,-0.0250864,0
4926,22.3512,-0.041778,22.3212,0,2.55184,0.0464822,0.0299719,-0.041778,13388,22.3427,0.06475,0
4934,22.4031,-0.0445967,22.3212,0,6.49272,-0.352335,0.0819137,-0.0445967,13376.1,22.4638,-0.018855,0
4946,22.4674,-0.0712794,22.3212,0,5.35488,-2.22356,0.146172,-0.0712794,13364.9,22.4924,-0.219753,0
4954,22.4693,-0.148018,22.3212,0,0.236994,-9.59231,0.148068,-0.148018,13354.6,22.4882,-0.320732,0
4966,22.4683,-0.168342,22.3212,0,-0.0848469,-1.69371,0.14705,-0.168342,13344.5,22.5547,-0.46967,0
4978,22.4477,-0.168338,22.3212,0,-1.71561,0.000370203,0.126463,-0.168338,13336,22.3556,-0.178032,0
4986,22.3873,-0.166121,22.3212,0,-7.54889,0.277118,0.0660715,-0.166121,13329.8,22.2982,-0.149766,0
4998,22.3407,-0.164405,22.3212,0,-3.88702,0.142992,0.0194273,-0.164405,13325.1,22.0907,0.115584,0
5006,22.3384,-0.165778,22.3212,0,-0.28375,-0.171649,0.0171573,-0.165778,13322.3,22.3539,0.133295,0
5018,22.331,-0.20169,22.3212,0,-0.617587,-2.99268,0.00974627,-0.20169,13321.3,22.2187,-0.245131,0
5026,22.3336,-0.272091,22.3212,0,0.322638,-8.8001,0.0123274,-0.272091,13320.9,22.3823,-0.320118,0
5038,22.3331,-0.2751,22.3212,0,-0.0385537,-0.250751,0.0118647,-0.2751,13320.5,22.3255,-0.333663,0
5046,22.3197,-0.271553,22.3212,0,-1.67565,0.443436,-0.00154045,-0.271553,13320.3,22.3411,-0.283672,0
5058,22.3195,-0.198037,22.3212,0,-0.0145785,6.12631,-0.00171539,-0.198037,13320.7,22.2238,-0.0614281,0
5066,22.3105,-0.101151,22.3212,0,-1.12275,12.1108,-0.0106974,-0.101151,13321.8,22.2848,-0.096698,0
5078,22.3101,-0.0970297,22.3212,0,-0.033024,0.343432,-0.0110937,-0.0970297,13322.8,22.1128,0.130355,0
5086,22.3107,-0.097514,22.3212,0,0.0704131,-0.0605416,-0.0105304,-0.097514,13324,22.3138,-0.0965619,0
5098,22.3248,-0.109499,22.3212,0,1.1787,-0.998714,0.00361406,-0.109499,13325.5,22.3925,-0.156541,0
5106,22.3567,-0.132709,22.3212,0,3.98149,-2.90127,0.035466,-0.132709,13327.2,22.3342,-0.143277,0
5118,22.3851,-0.159297,22.3212,0,2.36761,-2.21567,0.0638773,-0.159297,13329.5,22.4299,-0.188881,0
5126,22.398,-0.205545,22.3212,0,1.61194,-5.78099,0.0767729,-0.205545,13333.7,22.3777,-0.285932,0
5138,22.4098,-0.270697,22.3212,0,0.979562,-5.42939,0.0885276,-0.270697,13341.5,22.1804,-0.297549,0
5146,22.4222,-0.309062,22.3212,0,1.55482,-4.79563,0.100966,-0.309062,13353.1,22.453,-0.387806,0
5158,22.4371,-0.311162,22.3212,0,1.24203,-0.174968,0.11587,-0.311162,13366.3,22.6101,-0.392122,0
5166,22.4377,-0.311976,22.3212,0,0.0779991,-0.101705,0.116494,-0.311976,13379,22.501,-0.155105,0
5178,22.4369,-0.327638,22.3212,0,-0.0679728,-1.30519,0.115679,-0.327638,13391,22.4212,-0.244208,0
5186,22.4226,-0.275151,22.3212,0,-1.78679,6.56093,0.101384,-0.275151,13404,22.3851,-0.21821,0
5198,22.4127,-0.262319,22.3212,0,-0.829579,1.06927,0.0914295,-0.262319,13418.9,22.3002,-0.341149,0
5206,22.3883,-0.262611,22.3212,0,-3.04988,-0.0364801,0.0670304,-0.262611,13435.2,22.2871,-0.20226,0
5218,22.3879,-0.300393,22.3212,0,-0.027388,-3.14852,0.0667018,-0.300393,13450.2,22.442,-0.272661,0
5230,22.4175,-0.3133,22.3212,0,2.46228,-1.07555,0.0962492,-0.3133,13461.6,22.3893,-0.311947,0
5238,22.4956,-0.316915,22.3212,0,9.76609,-0.451935,0.174378,-0.316915,13470.9,22.5506,-0.319423,0
5250,22.5627,-0.325691,22.3212,0,5.59098,-0.731254,0.24147,-0.325691,13481.4,22.5828,-0.34501,0
5258,22.5774,-0.326508,22.3212,0,1.83189,-0.102132,0.256125,-0.326508,13495.4,22.5746,-0.425478,0
5270,22.5779,-0.325511,22.3212,0,0.04441,0.0830115,0.256658,-0.325511,13514.5,22.5914,-0.345024,0
5278,22.578,-0.302641,22.3212,0,0.0100225,2.85883,0.256738,-0.302641,13538.6,22.5806,-0.0032634,0
5290,22.5737,-0.302503,22.3212,0,-0.352604,0.0115088,0.252507,-0.302503,13565.9,22.5664,-0.195391,0
5298,22.5643,-0.195474,22.3212,0,-1.17613,13.3786,0.243098,-0.195474,13593.6,22.5493,-0.0468787,0
5310,22.5442,-0.0881273,22.3212,0,-1.68136,8.94554,0.222921,-0.0881273,13618.8,22.528,-0.345095,0
5318,22.5149,-0.0843757,22.3212,0,-3.65752,0.468959,0.193661,-0.0843757,13640.5,22.4639,-0.0344701,0
5330,22.5131,-0.129777,22.3212,0,-0.145289,-3.78348,0.191917,-0.129777,13660.1,22.4203,0.0850334,0
5338,22.5116,-0.235877,22.3212,0,-0.199101,-13.2624,0.190325,-0.235877,13678.1,22.5556,-0.274139,0
5350,22.5026,-0.241514,22.3212,0,-0.747745,-0.469794,0.181352,-0.241514,13694.7,22.5288,-0.144998,0
5358,22.523,-0.275197,22.3212,0,2.54869,-4.21035,0.201741,-0.275197,13710.8,22.7109,-0.288262,0
5370,22.538,-0.312801,22.3212,0,1.25343,-3.13362,0.216782,-0.312801,13728.5,22.5067,-0.34822,0
5378,22.5396,-0.332525,22.3212,0,0.195676,-2.46552,0.218348,-0.332525,13751.2,22.5506,-0.385401,0
5390,22.5397,-0.333325,22.3212,0,0.00805413,-0.0667098,0.218445,-0.333325,13779.5,22.5253,-0.360357,0
5398,22.5409,-0.333487,22.3212,0,0.15651,-0.0202347,0.219697,-0.333487,13808.4,22.5537,-0.31773,0
5410,22.5413,-0.33506,22.3212,0,0.0287005,-0.131046,0.220041,-0.33506,13832.7,22.5346,-0.248683,0
5418,22.5487,-0.309704,22.3212,0,0.922756,3.16946,0.227423,-0.309704,13854.3,22.5652,-0.288039,0
5430,22.552,-0.274791,22.3212,0,0.281234,2.90944,0.230798,-0.274791,13877.5,22.4589,-0.390436,0
5438,22.5482,-0.21137,22.3212,0,-0.475532,7.92758,0.226994,-0.21137,13898.2,22.6417,-0.179486,0
5450,22.5462,-0.117737,22.3212,0,-0.165961,7.80272,0.225002,-0.117737,13911.5,22.8357,0.149385,0
5458,22.5047,-0.0105311,22.3212,0,-5.1956,13.4008,0.183437,-0.0105311,13922.8,22.4471,0.0579744,0
5470,22.472,0.027039,22.3212,0,-2.71923,3.13084,0.150807,0.027039,13941.3,22.3483,0.0381516,0
5482,22.3937,0.0416034,22.3212,0,-6.53224,1.2137,0.0724197,0.0416034,13969.7,22.3602,0.116287,0
5492,22.3789,0.0418888,22.3212,0,-1.47223,0.0285363,0.0576974,0.0418888,14001.8,22.3443,0.0151987,0
5503,22.3779,0.0241948,22.3212,0,-0.0915512,-1.60854,0.0566903,0.0241948,14028.7,22.3975,0.0357695,0
5511,22.3704,-0.0171269,22.3212,0,-0.938273,-5.16521,0.0491841,-0.0171269,14049.1,22.4699,-0.196066,0
5523,22.3697,-0.0501598,22.3212,0,-0.0569709,-2.75274,0.0485005,-0.0501598,14068,22.3576,-0.112287,0
5531,22.3689,-0.0515045,22.3212,0,-0.10894,-0.16809,0.047629,-0.0515045,14086.8,22.3607,-0.167699,0
5544,22.3484,-0.0505198,22.3212,0,-1.57646,0.075746,0.027135,-0.0505198,14101.9,22.3015,-0.0513676,0
5555,22.324,-0.0434295,22.3212,0,-2.21524,0.644574,0.0027673,-0.0434295,14112.9,22.3355,-0.00428629,0
5563,22.312,-0.0226842,22.3212,0,-1.49971,2.59315,-0.00923038,-0.0226842,14124.5,22.2769,-0.0177514,0
5571,22.3114,0.0124721,22.3212,0,-0.0791678,4.39454,-0.00986372,0.0124721,14139.8,22.4141,0.0324686,0
5583,22.3112,0.0470345,22.3212,0,-0.0119103,2.8802,-0.0100066,0.0470345,14157.1,22.291,0.152947,0
5591,22.2997,0.0669562,22.3212,0,-1.43915,2.49021,-0.0215198,0.0669562,14172,22.3341,0.0812543,0
5603,22.2983,0.0747686,22.3212,0,-0.121298,0.651033,-0.0229754,0.0747686,14181.6,22.2865,0.0757844,0
5611,22.2744,0.07808,22.3212,0,-2.97844,0.413928,-0.0468029,0.07808,14186.9,22.2095,0.23793,0
5623,22.2636,0.0822249,22.3212,0,-0.901351,0.345407,-0.0576191,0.0822249,14191.3,22.2356,0.076135,0
5631,22.263,0.0914842,22.3212,0,-0.0777977,1.15741,-0.0582415,0.0914842,14196.7,22.3044,-0.0631849,0
5643,22.2565,0.114684,22.3212,0,-0.538754,1.93331,-0.0647065,0.114684,14201.5,22.2665,0.197557,0
5651,22.2575,0.132898,22.3212,0,0.115506,2.27675,-0.0637825,0.132898,14203.4,22.2679,0.127715,0
5663,22.2597,0.162973,22.3212,0,0.187186,2.50627,-0.0615362,0.162973,14201.9,22.2389,0.19017,0
5671,22.2602,0.19272,22.3212,0,0.0585067,3.71837,-0.0610682,0.19272,14198.1,22.0622,0.597407,0
5683,22.2607,0.209144,22.3212,0,0.0476945,1.36866,-0.0604959,0.209144,14194.2,22.2794,0.196496,0
5691,22.2474,0.219974,22.3212,0,-1.6649,1.35378,-0.0738151,0.219974,14191.6,22.1435,0.315086,0
5703,22.2506,0.220285,22.3212,0,0.267137,0.0258984,-0.0706094,0.220285,14190.1,22.282,0.245196,0
5711,22.2502,0.220642,22.3212,0,-0.053742,0.0446333,-0.0710394,0.220642,14188.8,22.2218,-0.027739,0
5723,22.2479,0.228499,22.3212,0,-0.194433,0.65477,-0.0733726,0.228499,14186.2,22.2417,0.191265,0
5735,22.2503,0.230534,22.3212,0,0.202138,0.169526,-0.0709469,0.230534,14181.6,22.2544,0.339818,0
5743,22.2522,0.272731,22.3212,0,0.234047,5.27466,-0.0690745,0.272731,14176.2,22.1867,0.165405,0
5757,22.2836,0.313392,22.3212,0,2.2486,2.90433,-0.0375941,0.313392,14171.8,22.3783,0.27557,0
5765,22.3309,0.311704,22.3212,0,5.90906,-0.210925,0.00967838,0.311704,14167.7,22.37,0.360818,0
5777,22.3645,0.272247,22.3212,0,2.80125,-3.2881,0.0432934,0.272247,14160.9,22.3525,0.392526,0
5783,22.5012,0.305907,22.3212,0,22.7725,5.61006,0.179928,0.305907,14148.6,22.8832,0.189098,0
5795,22.6973,0.307655,22.3212,0,16.343,0.145657,0.376044,0.307655,14130,23.1929,0.125765,0
5803,22.7587,0.336937,22.3212,0,7.67245,3.6602,0.437424,0.336937,14107,22.6768,0.630854,0
5815,22.7622,0.469139,22.3212,0,0.298015,11.0168,0.441,0.469139,14085.8,22.9208,0.521565,0
5823,22.7627,0.604476,22.3212,0,0.0634843,16.9171,0.441508,0.604476,14072.2,22.8146,0.700418,0
5835,22.7437,0.624383,22.3212,0,-1.58997,1.65896,0.422428,0.624383,14066.6,22.6746,0.605565,0
5843,22.6952,0.62664,22.3212,0,-6.05138,0.282069,0.374017,0.62664,14065.3,22.6067,0.686045,0
5855,22.6352,0.626879,22.3212,0,-5.00825,0.0199732,0.313918,0.626879,14066,22.6192,0.611949,0
5863,22.6173,0.585313,22.3212,0,-2.22574,-5.1958,0.296112,0.585313,14068.5,22.6148,0.477446,0
5875,22.5993,0.569594,22.3212,0,-1.50382,-1.3099,0.278066,0.569594,14072.8,22.5414,0.41546,0
5883,22.5709,0.563775,22.3212,0,-3.54947,-0.72736,0.24967,0.563775,14077.9,22.5837,0.557369,0
5895,22.5612,0.552322,22.3212,0,-0.806646,-0.954455,0.239991,0.552322,14083.6,22.5291,0.584033,0
5903,22.5613,0.540054,22.3212,0,0.00779014,-1.53344,0.240053,0.540054,14089.1,22.4706,0.619177,0
5915,22.5742,0.563347,22.3212,0,1.07639,1.94109,0.25297,0.563347,14092.8,22.6009,0.389153,0
5923,22.5769,0.578646,22.3212,0,0.332551,1.91231,0.25563,0.578646,14094.6,22.72,0.367936,0
5935,22.5813,0.645517,22.3212,0,0.367554,5.57263,0.260041,0.645517,14095.6,22.6705,0.744068,0
5943,22.5813,0.630243,22.3212,0,0.00117111,-1.90935,0.26005,0.630243,14097.3,22.7917,0.748893,0
5955,22.5806,0.629465,22.3212,0,-0.0558155,-0.064814,0.25938,0.629465,14101.5,22.5491,0.711271,0
5963,22.5647,0.622369,22.3212,0,-1.98766,-0.886908,0.243479,0.622369,14110.8,22.6002,0.221865,0
5975,22.5438,0.443166,22.3212,0,-1.74194,-14.9337,0.222576,0.443166,14131.7,22.5793,0.349834,0
5987,22.3115,0.299359,22.3212,0,-19.3559,-11.9839,-0.00969523,0.299359,14173.5,22.5987,0.26265,0
5995,17.0739,0.200878,0,0,-654.703,-12.3102,-17.0739,0.200878,14234.3,0.311643,0.351788,0
6005,6.34842,0.266083,0,0,-1072.55,6.52058,-6.34842,0.266083,14290.6,0.282647,0.371049,0
6013,0.570344,0.378049,0,0,-722.259,13.9956,-0.570344,0.378049,14321.4,0.276618,0.390207,0
6025,0.328119,0.375311,0,0,-20.1854,-0.228136,-0.328119,0.375311,14330.6,0.215297,0.359417,0
6036,0.320448,0.367096,0,0,-0.697402,-0.746827,-0.320448,0.367096,14330.3,0.339351,0.429843,0
6046,0.316796,0.359561,0,0,-0.3652,-0.75351,-0.316796,0.359561,14322.2,0.268185,0.382407,0
6058,0.312846,0.36012,0,0,-0.329128,0.0466109,-0.312846,0.36012,14300.1,0.251037,0.295236,0
6067,0.314076,0.374235,0,0,0.136599,1.56836,-0.314076,0.374235,14263.3,0.206423,0.300552,0
6079,0.31442,0.377003,0,0,0.02864,0.230661,-0.31442,0.377003,14221.2,0.240428,0.39206,0
6087,0.317287,0.388728,0,0,0.358403,1.46557,-0.317287,0.388728,14180.1,0.33121,0.394624,0
6097,0.32081,0.393136,0,0,0.352331,0.440861,-0.32081,0.393136,14134.3,0.340291,0.370356,0
6105,0.321423,0.397984,0,0,0.0766766,0.605905,-0.321423,0.397984,14078.9,0.312845,0.402489,0
6117,0.32358,0.426798,0,0,0.179747,2.40117,-0.32358,0.426798,14020.9,0.263994,0.45853,0
6125,0.310484,0.462929,0,0,-1.63707,4.51636,-0.310484,0.462929,13970.6,0.342069,0.526209,0
6137,0.293544,0.466073,0,0,-1.4117,0.26207,-0.293544,0.466073,13925.2,0.254096,0.510196,0
6145,0.289501,0.478067,0,0,-0.505291,1.4992,-0.289501,0.478067,13875.4,0.31311,0.363811,0
6157,0.263426,0.480328,0,0,-2.17293,0.188368,-0.263426,0.480328,13824.2,0.237524,0.445315,0
6165,0.213038,0.483747,0,0,-6.29853,0.42743,-0.213038,0.483747,13779.5,0.188708,0.520623,0
6177,0.159212,0.487818,0,0,-4.48553,0.339262,-0.159212,0.487818,13739,0.0747948,0.469505,0
6185,0.127368,0.478227,0,0,-3.9804,-1.19893,-0.127368,0.478227,13698.6,0.0543925,0.454165,0
6197,0.126689,0.484826,0,0,-0.0566054,0.549908,-0.126689,0.484826,13660.8,0.0914022,0.528877,0
6205,0.122305,0.468316,0,0,-0.547965,-2.06367,-0.122305,0.468316,13627.7,0.146843,0.366911,0
6217,0.100118,0.454587,0,0,-1.84897,-1.14407,-0.100118,0.454587,13597.7,0.1611,0.474077,0
6225,0.0965147,0.43158,0,0,-0.450372,-2.87595,-0.0965147,0.43158,13571.9,0.0907684,0.443357,0
6237,0.0851715,0.425533,0,0,-0.945264,-0.503925,-0.0851715,0.425533,13553.3,-0.00313041,0.423168,0
6247,0.0419735,0.434003,0,0,-4.3198,0.847003,-0.0419735,0.434003,13540.5,0.0239464,0.425953,0
6259,0.0185347,0.429536,0,0,-1.95323,-0.372248,-0.0185347,0.429536,13529.5,0.0466999,0.382896,0
6267,0.016678,0.423666,0,0,-0.232089,-0.733724,-0.016678,0.423666,13518.4,-0.00258617,0.496609,0
6278,0.00731235,0.407371,0,0,-0.851424,-1.48132,-0.00731235,0.407371,13506.4,-0.0444052,0.398857,0
6286,0.00563844,0.385454,0,0,-0.209239,-2.73974,-0.00563844,0.385454,13492.8,0.045268,0.319517,0
6298,0.0257634,0.383156,0,0,1.67708,-0.191445,-0.0257634,0.383156,13479.5,0.136969,0.317362,0
6310,0.0410676,0.382723,0,0,1.27535,-0.036142,-0.0410676,0.382723,13470.2,-0.0452352,0.434083,0
6318,0.0505126,0.396792,0,0,1.18062,1.75867,-0.0505126,0.396792,13466.1,0.0536243,0.427411,0
6330,0.0461642,0.421671,0,0,-0.362364,2.07328,-0.0461642,0.421671,13465.2,0.021627,0.419191,0
6338,0.0467496,0.422685,0,0,0.073169,0.126788,-0.0467496,0.422685,13465.4,0.110407,0.52213,0
6350,0.0419,0.421138,0,0,-0.404127,-0.128955,-0.0419,0.421138,13465.9,0.0427325,0.463307,0
6358,0.0353791,0.378215,0,0,-0.815115,-5.36538,-0.0353791,0.378215,13466.2,-0.0369881,0.323066,0
6370,0.0331231,0.360297,0,0,-0.188002,-1.49319,-0.0331231,0.360297,13466.4,0.0338333,0.330969,0
6378,0.0232461,0.347318,0,0,-1.23462,-1.6224,-0.0232461,0.347318,13466.5,-0.0608194,0.347187,0
6390,0.0184606,0.337771,0,0,-0.398789,-0.795523,-0.0184606,0.337771,13466.4,-0.0904158,0.392744,0
6398,0.0193364,0.34801,0,0,0.109477,1.27985,-0.0193364,0.34801,13466,0.017685,0.374472,0
6410,0.0237749,0.371375,0,0,0.36987,1.94708,-0.0237749,0.371375,13464.3,0.0142771,0.168803,0
6418,0.0763136,0.390322,0,0,6.56734,2.36835,-0.0763136,0.390322,13459.5,0.126862,0.429686,0
6430,0.145477,0.378468,0,0,5.76357,-0.987787,-0.145477,0.378468,13449.9,0.224606,0.425423,0
6438,0.148537,0.379084,0,0,0.382583,0.0769139,-0.148537,0.379084,13437,0.192401,0.486384,0
6450,0.142682,0.405553,0,0,-0.487942,2.20577,-0.142682,0.405553,13424.4,0.157044,0.260852,0
6458,-0.0607436,0.401652,0,0,-25.4282,-0.487612,0.0607436,0.401652,13413.7,-0.305294,0.317937,0
6470,-0.289302,0.386201,0,0,-19.0465,-1.2876,0.289302,0.386201,13401.6,-0.424111,0.456046,0
6478,-0.299702,0.378329,0,0,-1.30006,-0.983951,0.299702,0.378329,13385.7,-0.372024,0.358257,0
6490,-0.29878,0.373776,0,0,0.076878,-0.379419,0.29878,0.373776,13369.9,-0.114502,0.381688,0
6498,-0.26604,0.367632,0,0,4.0925,-0.768018,0.26604,0.367632,13358.1,-0.235107,0.33306,0
6510,-0.220932,0.349646,0,0,3.75896,-1.49885,0.220932,0.349646,13349.5,-0.20961,0.38497,0
6518,-0.122123,0.327764,0,0,12.3512,-2.73526,0.122123,0.327764,13341.7,-0.0166809,0.32371,0
6530,-0.0345744,0.29834,0,0,7.29569,-2.45199,0.0345744,0.29834,13333,-0.00669017,0.145362,0
6538,-0.03325,0.269639,0,0,0.165552,-3.5876,0.03325,0.269639,13321.6,-0.0590875,0.285597,0
6550,-0.0288359,0.259052,0,0,0.367843,-0.88226,0.0288359,0.259052,13306.8,-0.0453832,0.272251,0
