Resolution,1920,1080,Distance,57,Width,47.8,Subject,ACT-05208452X,Test,CC9-04202018-132722,Calibration,CC9-04202018-132722
Time(ms),GazeX(deg),GazeY(deg),StimulusX(deg),StimulusY(deg),GazeVelX(deg/s),GazeVelY(deg/s),ErrorX(deg),ErrorY(deg),PupilArea(px^2),GazeRawX(deg),GazeRawY(deg),Blinks
2039,-0.0879654,12.9215,0,12.7959,-0.654513,-7.07769,-0.0879654,0.125608,13866.8,-0.0523485,12.8086,0
2047,-0.0948586,12.8856,0,12.7959,-0.861647,-4.49623,-0.0948586,0.0896381,13880.2,-0.0983959,12.8254,0
2059,-0.0920137,12.884,0,12.7959,0.237077,-0.128224,-0.0920137,0.0880994,13898.4,-0.0978782,12.95,0
2067,-0.0916401,12.885,0,12.7959,0.0466904,0.11815,-0.0916401,0.0890446,13922.9,-0.108643,12.8982,0
2079,-0.0864059,12.9066,0,12.7959,0.436185,1.80256,-0.0864059,0.110675,13950.7,-0.0618726,12.9147,0
2087,-0.088396,12.9076,0,12.7959,-0.248758,0.129034,-0.088396,0.111708,13976,-0.0526435,12.9428,0
2099,-0.0714461,12.9058,0,12.7959,1.41249,-0.15623,-0.0714461,0.109833,13993,-0.0422428,12.9001,0
2107,-0.0612967,12.8749,0,12.7959,1.26868,-3.86301,-0.0612967,0.0789287,14000.8,-0.118695,12.8051,0
2119,-0.0484533,12.8249,0,12.7959,1.07028,-4.16366,-0.0484533,0.0289649,14003.4,-0.0298197,12.8425,0
2127,-0.0293439,12.8194,0,12.7959,2.38869,-0.68335,-0.0293439,0.0234981,14004.2,-0.0257626,12.7527,0
2139,-0.022481,12.7961,0,12.7959,0.571903,-1.94251,-0.022481,0.000187948,14004.7,-0.0203825,12.7354,0
2147,-0.00696615,12.8107,0,12.7959,1.93936,1.82162,-0.00696615,0.0147609,14004.8,0.0808502,12.835,0
2159,-0.00210208,12.7908,0,12.7959,0.40534,-1.66205,-0.00210208,-0.00518368,14004.5,0.00881362,12.7301,0
2167,0.000721531,12.8144,0,12.7959,0.352951,2.95871,0.000721531,0.018486,14003.7,0.0153241,12.839,0
2179,-0.00473263,12.8388,0,12.7959,-0.454513,2.0299,-0.00473263,0.0428448,14002.1,-0.00922881,12.7428,0
2187,-0.192346,12.8659,0,12.7959,-23.4516,3.39444,-0.192346,0.0700003,13999,-0.637729,12.9478,0
2199,-0.355425,12.884,0,12.7959,-13.59,1.50624,-0.355425,0.0880751,13993.6,-0.419298,12.8943,0
2207,-0.362241,12.8848,0,12.7959,-0.851952,0.0932063,-0.362241,0.0888208,13984.3,-0.35611,12.8977,0
2220,-0.360031,12.8839,0,12.7959,0.170012,-0.0680988,-0.360031,0.0879355,13970.4,-0.316181,12.8608,0
2229,-0.30849,12.863,0,12.7959,5.7267,-2.32343,-0.30849,0.0670247,13956.1,-0.153791,12.8083,0
2239,-0.2786,12.8445,0,12.7959,2.98904,-1.84553,-0.2786,0.0485694,13944.4,-0.240868,12.8377,0
2251,-0.278315,12.8352,0,12.7959,0.0237428,-0.777648,-0.278315,0.0392376,13932.7,-0.388724,12.8122,0
2259,-0.279948,12.8349,0,12.7959,-0.204054,-0.0396472,-0.279948,0.0389205,13917.5,-0.27257,12.8719,0
2271,-0.317674,12.8365,0,12.7959,-3.14387,0.132888,-0.317674,0.0405151,13897,-0.356822,12.8249,0
2279,-0.353379,12.843,0,12.7959,-4.4631,0.820493,-0.353379,0.0470791,13872.2,-0.356904,12.8265,0
2292,-0.351985,12.87,0,12.7959,0.107214,2.0774,-0.351985,0.0740853,13849.7,-0.40541,12.9102,0
2300,-0.352472,12.8712,0,12.7959,-0.0608493,0.14987,-0.352472,0.0752842,13835.5,-0.403323,12.8773,0
2313,-0.354145,12.8705,0,12.7959,-0.128672,-0.058698,-0.354145,0.0745211,13827.4,-0.24456,12.9298,0
2322,-0.379796,12.8502,0,12.7959,-2.85011,-2.25364,-0.379796,0.0542384,13819.7,-0.312095,12.8082,0
2331,-0.388353,12.794,0,12.7959,-0.950785,-6.24314,-0.388353,-0.00194985,13809.2,-0.411986,12.7698,0
2339,-0.420037,12.7923,0,12.7959,-3.96055,-0.209166,-0.420037,-0.00362318,13797.5,-0.494895,12.7403,0
2351,-0.421417,12.7923,0,12.7959,-0.115033,0.00278377,-0.421417,-0.00358977,13786.8,-0.474669,12.7785,0
2359,-0.421299,12.7934,0,12.7959,0.0147586,0.125958,-0.421299,-0.00258211,13777.7,-0.504582,12.8145,0
2371,-0.41524,12.8162,0,12.7959,0.504944,1.90001,-0.41524,0.020218,13769.2,-0.306465,12.8575,0
2379,-0.335246,12.8141,0,12.7959,9.99922,-0.251049,-0.335246,0.0182096,13758.3,-0.400853,12.8668,0
2391,-0.257417,12.8117,0,12.7959,6.48575,-0.201575,-0.257417,0.0157907,13742.9,-0.205309,12.7768,0
2399,-0.201835,12.8207,0,12.7959,6.94774,1.11818,-0.201835,0.0247362,13724.6,-0.130004,12.7698,0
2411,-0.199084,12.8078,0,12.7959,0.229284,-1.07573,-0.199084,0.0118274,13703.9,-0.292118,12.766,0
2419,-0.194619,12.7965,0,12.7959,0.558152,-1.41367,-0.194619,0.000517983,13678.3,-0.195078,12.8378,0
2431,-0.186894,12.7844,0,12.7959,0.643739,-1.00245,-0.186894,-0.0115114,13650,-0.169283,12.8993,0
2439,-0.184746,12.7956,0,12.7959,0.268422,1.40215,-0.184746,-0.000294217,13625.9,-0.308594,12.7525,0
2451,-0.171468,12.7957,0,12.7959,1.10651,0.00178971,-0.171468,-0.00027274,13607.9,-0.153167,12.7255,0
2459,-0.1511,12.7938,0,12.7959,2.54608,-0.233616,-0.1511,-0.00214167,13591.7,-0.120106,12.8519,0
2471,-0.137117,12.7673,0,12.7959,1.16527,-2.21049,-0.137117,-0.0286676,13575.8,-0.137162,12.7395,0
2479,-0.106454,12.7466,0,12.7959,3.83284,-2.57864,-0.106454,-0.0492967,13560.5,0.0136906,12.8937,0
2491,-0.0505003,12.7486,0,12.7959,4.66279,0.160669,-0.0505003,-0.0473687,13542.9,-0.137162,12.7467,0
2503,-0.0199065,12.7426,0,12.7959,2.54948,-0.498754,-0.0199065,-0.0533537,13522.3,-0.0234682,12.7211,0
2511,-0.0188753,12.7421,0,12.7959,0.128895,-0.0560505,-0.0188753,-0.0538021,13503.5,0.0468816,12.7472,0
2523,-0.0236983,12.7377,0,12.7959,-0.401914,-0.373777,-0.0236983,-0.0582875,13489.3,-0.0136384,12.7186,0
2531,-0.0265704,12.7285,0,12.7959,-0.35901,-1.14974,-0.0265704,-0.0674854,13478.2,-0.0405958,12.7375,0
2543,-0.0666363,12.7296,0,12.7959,-3.33882,0.0916442,-0.0666363,-0.0663857,13468.2,-0.11241,12.6931,0
2551,-0.105962,12.7316,0,12.7959,-4.91571,0.261692,-0.105962,-0.0642921,13458.2,-0.110697,12.6898,0
2563,-0.11639,12.746,0,12.7959,-0.869045,1.19829,-0.11639,-0.0499127,13447,-0.136422,12.7919,0
2571,-0.150341,12.7467,0,12.7959,-4.24387,0.079324,-0.150341,-0.0492781,13433.8,-0.238173,12.7577,0
2583,-0.183894,12.7629,0,12.7959,-2.79603,1.35007,-0.183894,-0.0330772,13418.6,-0.207458,12.788,0
2591,-0.20145,12.7641,0,12.7959,-2.1945,0.153585,-0.20145,-0.0318485,13401.3,-0.229695,12.7404,0
2603,-0.203033,12.7622,0,12.7959,-0.131896,-0.158389,-0.203033,-0.0337492,13382.9,-0.188094,12.8211,0
2611,-0.218097,12.7653,0,12.7959,-1.88304,0.392323,-0.218097,-0.0306106,13366.8,-0.276668,12.7415,0
2623,-0.225626,12.766,0,12.7959,-0.627455,0.053645,-0.225626,-0.0299669,13356,-0.14928,12.771,0
2631,-0.226623,12.7713,0,12.7959,-0.124585,0.667737,-0.226623,-0.024625,13349.8,-0.243988,12.7637,0
2643,-0.235831,12.7668,0,12.7959,-0.767306,-0.375109,-0.235831,-0.0291263,13345.6,-0.286001,12.7889,0
2651,-0.236121,12.7718,0,12.7959,-0.0362998,0.625191,-0.236121,-0.0241247,13343.3,-0.198719,12.8329,0
2663,-0.246287,12.7701,0,12.7959,-0.847191,-0.139412,-0.246287,-0.0257977,13343.2,-0.214307,12.763,0
2671,-0.239998,12.7693,0,12.7959,0.786178,-0.110032,-0.239998,-0.0266779,13345.5,-0.367833,12.7999,0
2683,-0.239471,12.7565,0,12.7959,0.0438716,-1.06371,-0.239471,-0.0394424,13350.4,-0.335686,12.7484,0
2691,-0.201248,12.7452,0,12.7959,4.77791,-1.41661,-0.201248,-0.0507754,13356.1,-0.0819514,12.7428,0
2703,-0.137036,12.7299,0,12.7959,5.35104,-1.27317,-0.137036,-0.0660534,13360.3,-0.156247,12.6994,0
2711,-0.107564,12.7064,0,12.7959,3.68398,-2.93499,-0.107564,-0.0895334,13362.5,-0.180353,12.6464,0
2723,-0.104212,12.7052,0,12.7959,0.279294,-0.100361,-0.104212,-0.0907377,13363.6,-0.0310765,12.684,0
2731,-0.103262,12.7025,0,12.7959,0.118749,-0.337921,-0.103262,-0.0934411,13364.6,0.0518544,12.6486,0
2743,-0.0759661,12.7021,0,12.7959,2.27469,-0.0359034,-0.0759661,-0.0938719,13366.6,-0.109057,12.7698,0
2755,-0.0429546,12.7176,0,12.7959,2.75096,1.29747,-0.0429546,-0.0783023,13370.2,-0.0986661,12.7125,0
2763,-0.021775,12.7311,0,12.7959,2.64744,1.68862,-0.021775,-0.0647933,13374.2,-0.0156284,12.7387,0
2775,-0.0203239,12.7351,0,12.7959,0.120928,0.329063,-0.0203239,-0.0608446,13376.8,-0.0474708,12.6109,0
2783,-0.0151479,12.7357,0,12.7959,0.64699,0.078313,-0.0151479,-0.060218,13377.6,-0.00949967,12.7644,0
2795,0.0445029,12.7506,0,12.7959,4.97091,1.24055,0.0445029,-0.0453314,13377,-0.00789156,12.7312,0
2803,1.36989,12.7539,0,12.7959,165.673,0.412189,1.36989,-0.0420339,13373.1,2.66233,12.8038,0
2815,3.77923,12.8668,0,12.7959,200.779,9.4095,3.77923,0.0708801,13359.1,6.98931,12.9433,0
2823,6.87126,12.9616,0,12.7959,386.504,11.8522,6.87126,0.165697,13327.6,10.7496,12.9324,0
2835,10.0049,13.0018,0,12.7959,261.133,3.34453,10.0049,0.205832,13281.4,11.7763,13.2134,0
2843,11.4784,13.1289,0,12.7959,184.186,15.8957,11.4784,0.332998,13237.7,11.9093,13.1944,0
2855,11.7566,13.2285,0,12.7959,23.1891,8.29954,11.7566,0.432592,13209.7,11.7731,13.2627,0
2863,11.7692,13.2952,0,12.7959,1.56645,8.33977,11.7692,0.49931,13196.7,11.8152,13.4368,0
2875,11.7679,13.3138,0,12.7959,-0.10019,1.54341,11.7679,0.517831,13192,11.7168,13.3733,0
2883,11.7206,13.3179,0,12.7959,-5.92433,0.510657,11.7206,0.521916,13190.4,11.5949,13.2942,0
2895,11.6997,13.3176,0,12.7959,-1.73587,-0.0198166,11.6997,0.521679,13189.3,11.6491,13.2812,0
2903,11.6977,13.301,0,12.7959,-0.253669,-2.07385,11.6977,0.505088,13187.9,11.6931,13.3038,0
2915,11.6876,13.2875,0,12.7959,-0.843353,-1.12672,11.6876,0.491567,13186.2,11.7401,13.2731,0
2923,11.6962,13.269,0,12.7959,1.07928,-2.31832,11.6962,0.473021,13184.7,11.7111,13.2447,0
2935,11.6965,13.2662,0,12.7959,0.0258035,-0.227686,11.6965,0.470288,13183.7,11.4859,13.178,0
2943,11.6963,13.2661,0,12.7959,-0.0270495,-0.0191334,11.6963,0.470135,13184.1,11.7377,13.2536,0
2955,11.6915,13.2644,0,12.7959,-0.403387,-0.13668,11.6915,0.468495,13189.8,11.705,13.2913,0
2963,11.6915,13.262,0,12.7959,0.00187486,-0.299457,11.6915,0.466099,13212.5,11.6801,13.2934,0
2975,11.8065,13.2546,0,12.7959,9.58836,-0.618066,11.8065,0.458683,13271.7,11.6718,13.2698,0
2983,14.445,13.0875,22.3212,12.7959,329.807,-20.8945,-7.87624,0.291527,13376.9,22.0154,12.874,0
2993,19.367,12.9257,22.3212,12.7959,492.204,-16.1808,-2.9542,0.129719,13501.1,21.9602,12.8328,0
3001,21.8481,12.9132,22.3212,12.7959,310.138,-1.56174,-0.473098,0.117225,13595.8,22.0147,12.9053,0
3013,21.9739,12.9144,22.3212,12.7959,10.4803,0.10366,-0.347334,0.118469,13641.2,21.9288,12.9912,0
3021,21.9829,12.9444,22.3212,12.7959,1.12362,3.75291,-0.338346,0.148492,13654.3,21.962,12.9676,0
3033,21.9871,12.9474,22.3212,12.7959,0.353488,0.249697,-0.334104,0.151489,13655.6,22.0029,12.9634,0
3041,21.9878,12.9479,22.3212,12.7959,0.0820314,0.0588055,-0.333447,0.151959,13652.6,21.9544,12.9339,0
3053,21.9992,12.9565,22.3212,12.7959,0.949636,0.718891,-0.322052,0.160586,13647.2,21.9957,12.9463,0
3061,22.0079,12.9472,22.3212,12.7959,1.0887,-1.1653,-0.313342,0.151263,13641.2,22.0332,12.9207,0
3073,22.005,12.93,22.3212,12.7959,-0.24318,-1.43671,-0.31626,0.134023,13635.6,22.0789,12.9597,0
3081,22.0048,12.9012,22.3212,12.7959,-0.019342,-3.5952,-0.316415,0.105261,13629.5,21.9951,12.7759,0
3093,22.0021,12.8524,22.3212,12.7959,-0.227674,-4.06387,-0.319147,0.0564948,13623,21.9878,12.8464,0
3101,21.9853,12.8503,22.3212,12.7959,-2.10429,-0.26044,-0.335981,0.0544113,13615.5,21.9587,12.7877,0
3113,21.9841,12.8505,22.3212,12.7959,-0.0919146,0.00950696,-0.337084,0.0545253,13604.8,22.0361,12.7825,0
3121,21.9758,12.8545,22.3212,12.7959,-1.04497,0.510748,-0.345444,0.0586113,13588.4,21.903,12.9747,0
3133,21.9753,12.8888,22.3212,12.7959,-0.0384938,2.85211,-0.345906,0.0928366,13566.3,21.9968,12.8912,0
3141,21.9755,12.892,22.3212,12.7959,0.0209226,0.404379,-0.345739,0.0960717,13540.9,21.8257,12.8893,0
3153,21.9794,12.892,22.3212,12.7959,0.321962,-0.000153432,-0.341875,0.0960698,13514.6,22.0718,12.8968,0
3165,21.976,12.8898,22.3212,12.7959,-0.276052,-0.185584,-0.345188,0.0938428,13490.6,22.0133,12.8371,0
3173,21.9764,12.877,22.3212,12.7959,0.0474507,-1.59416,-0.344808,0.0810895,13471.5,21.9268,12.9076,0
3185,21.9878,12.8405,22.3212,12.7959,0.951986,-3.04788,-0.333384,0.0445149,13458.5,21.9507,12.812,0
3193,21.9893,12.825,22.3212,12.7959,0.185892,-1.93446,-0.331897,0.0290392,13449.8,22.0392,12.7416,0
3205,22.0116,12.8042,22.3212,12.7959,1.85776,-1.73128,-0.309604,0.00826389,13440.8,22.0805,12.7504,0
3213,22.0283,12.7954,22.3212,12.7959,2.083,-1.09583,-0.29294,-0.000502769,13425.2,22.0187,12.8386,0
3225,22.03,12.7889,22.3212,12.7959,0.141461,-0.547992,-0.291243,-0.00707867,13399.9,22.0111,12.7896,0
3233,22.0303,12.7957,22.3212,12.7959,0.0393714,0.852699,-0.290928,-0.000257082,13369.3,22.0433,12.8011,0
3245,22.0377,12.8092,22.3212,12.7959,0.615123,1.12524,-0.283546,0.0132458,13342.4,22.1362,12.7582,0
3253,22.0574,12.8112,22.3212,12.7959,2.46359,0.256113,-0.263837,0.0152947,13322.4,21.9565,12.8242,0
3265,22.0872,12.8449,22.3212,12.7959,2.48129,2.80578,-0.234062,0.0489641,13303.1,22.0699,13.0153,0
3273,22.0878,12.8474,22.3212,12.7959,0.0797181,0.307781,-0.233424,0.0514264,13279.3,22.2438,12.768,0
3285,22.0734,12.8699,22.3212,12.7959,-1.19652,1.87718,-0.247782,0.0739525,13252.9,22.1422,12.9214,0
3293,22.0756,12.8744,22.3212,12.7959,0.271784,0.558098,-0.245608,0.0784173,13227.4,21.9809,12.8159,0
3308,22.0899,12.8744,22.3212,12.7959,0.949386,0.00427475,-0.231367,0.0784814,13204.8,22.0731,12.8689,0
3316,22.0851,12.8727,22.3212,12.7959,-0.591105,-0.219431,-0.236096,0.076726,13183.8,22.0771,12.8836,0
3327,22.085,12.8761,22.3212,12.7959,-0.00828765,0.309022,-0.236187,0.0801252,13159.9,22.1851,12.9045,0
3334,22.0887,12.876,22.3212,12.7959,0.519569,-0.0125206,-0.23255,0.0800376,13130.8,22.0974,12.8434,0
3346,22.0911,12.8701,22.3212,12.7959,0.204792,-0.488973,-0.230093,0.0741699,13098.3,22.0921,12.8659,0
3354,22.0946,12.8602,22.3212,12.7959,0.432609,-1.24339,-0.226632,0.0642227,13067.3,22.0827,12.9048,0
3366,22.0958,12.855,22.3212,12.7959,0.100042,-0.432918,-0.225432,0.0590277,13041,22.2093,12.8451,0
3373,22.1294,12.8528,22.3212,12.7959,4.80197,-0.307282,-0.191818,0.0568768,13018.5,22.0014,12.8628,0
3385,22.3665,12.8062,22.3212,12.7959,19.7535,-3.8857,0.0452237,0.0102483,12997.9,22.6939,12.6709,0
3393,22.5666,12.7432,22.3212,12.7959,25.0129,-7.87345,0.245327,-0.0527393,12976.9,22.6194,12.6743,0
3405,22.5754,12.7234,22.3212,12.7959,0.735788,-1.65091,0.254157,-0.0725502,12955,22.4425,12.723,0
3417,22.5838,12.7226,22.3212,12.7959,0.702015,-0.0627505,0.262581,-0.0733032,12935.4,22.5603,12.7284,0
3425,22.5695,12.7226,22.3212,12.7959,-1.7954,-0.000275446,0.248218,-0.0733054,12922.2,22.4845,12.7225,0
3437,22.5396,12.7226,22.3212,12.7959,-2.49032,-0.000259752,0.218334,-0.0733086,12915.2,22.5801,12.6866,0
3445,22.5126,12.7227,22.3212,12.7959,-3.37069,0.00666184,0.191368,-0.0732553,12910.9,22.5185,12.7348,0
3457,22.494,12.7242,22.3212,12.7959,-1.54844,0.12414,0.172787,-0.0717656,12905.4,22.4932,12.6906,0
3465,22.4502,12.7304,22.3212,12.7959,-5.47317,0.774785,0.129002,-0.0655673,12896.5,22.2964,12.6287,0
3477,22.4073,12.7435,22.3212,12.7959,-3.57743,1.09814,0.0860724,-0.0523896,12884.1,22.2751,12.817,0
3485,22.3912,12.7819,22.3212,12.7959,-2.01506,4.79445,0.0699518,-0.014034,12867.4,22.2812,12.8096,0
3497,22.3908,12.8245,22.3212,12.7959,-0.0286107,3.54558,0.0696085,0.0285129,12845.9,22.4173,12.8471,0
3505,22.4015,12.8396,22.3212,12.7959,1.33387,1.89117,0.0802795,0.0436422,12824.5,22.3557,12.829,0
3517,22.4037,12.8445,22.3212,12.7959,0.186409,0.410552,0.0825164,0.0485688,12809.7,22.4296,12.8789,0
3525,22.42,12.8488,22.3212,12.7959,2.03436,0.530855,0.0987913,0.0528157,12802.5,22.5891,12.855,0
3537,22.4279,12.8466,22.3212,12.7959,0.660113,-0.181551,0.106713,0.0506371,12799.9,22.3892,12.779,0
3545,22.4279,12.846,22.3212,12.7959,-0.00364961,-0.0704683,0.106683,0.0500733,12798.6,22.5517,12.852,0
3557,22.4191,12.8357,22.3212,12.7959,-0.731763,-0.855638,0.0979023,0.0398057,12796.7,22.4773,12.8045,0
3565,22.3984,12.8399,22.3212,12.7959,-2.59679,0.518945,0.077128,0.0439572,12794,22.1343,12.9985,0
3577,22.3944,12.8407,22.3212,12.7959,-0.334157,0.0702082,0.0731181,0.0447997,12791,22.3355,12.7961,0
3585,22.3829,12.8564,22.3212,12.7959,-1.43132,1.96136,0.0616676,0.0604906,12787.8,22.397,12.841,0
3597,22.3681,12.8837,22.3212,12.7959,-1.23016,2.27526,0.0469057,0.0877937,12784.9,22.3688,12.9263,0
3605,22.3674,12.9119,22.3212,12.7959,-0.0938296,3.5259,0.0461551,0.116001,12783.3,22.407,12.9713,0
3617,22.3679,12.9141,22.3212,12.7959,0.0427045,0.177545,0.0466675,0.118132,12782.3,22.3371,12.963,0
3625,22.3791,12.9355,22.3212,12.7959,1.39768,2.67556,0.057849,0.139536,12781.6,22.3971,12.9222,0
3637,22.3652,12.9349,22.3212,12.7959,-1.15378,-0.0471531,0.0440036,0.13897,12782.1,22.3474,12.8644,0
3645,22.3513,12.8994,22.3212,12.7959,-1.73916,-4.43584,0.0300903,0.103483,12785.2,22.432,12.9303,0
3657,22.3639,12.8667,22.3212,12.7959,1.04436,-2.72314,0.0426226,0.0708057,12792.6,22.3587,12.872,0
3669,22.3515,12.842,22.3212,12.7959,-1.03331,-2.05966,0.0302229,0.0460898,12803.5,22.3065,12.7719,0
3677,22.3624,12.7917,22.3212,12.7959,1.3678,-6.28898,0.0411652,-0.00422203,12814.4,22.3775,12.7554,0
3689,22.3634,12.7652,22.3212,12.7959,0.0844455,-2.21031,0.0421786,-0.0307458,12824,22.3264,12.6948,0
3697,22.3727,12.7638,22.3212,12.7959,1.1559,-0.168282,0.0514258,-0.032092,12833,22.3675,12.7745,0
3709,22.3761,12.7579,22.3212,12.7959,0.288778,-0.494099,0.0548911,-0.0380212,12841.5,22.3793,12.7633,0
3717,22.3949,12.7638,22.3212,12.7959,2.34518,0.740838,0.0736525,-0.0320945,12850.2,22.5127,12.8623,0
3729,22.4311,12.7641,22.3212,12.7959,3.01863,0.0225576,0.109876,-0.0318238,12860.6,22.4503,12.751,0
3737,22.4367,12.7646,22.3212,12.7959,0.693013,0.0563545,0.11542,-0.031373,12871.8,22.4626,12.7652,0
3749,22.4368,12.7748,22.3212,12.7959,0.0106949,0.855001,0.115549,-0.021113,12882.6,22.4741,12.8172,0
3757,22.4354,12.7753,22.3212,12.7959,-0.166685,0.0563368,0.114215,-0.0206623,12894.1,22.2561,12.7535,0
3769,22.4038,12.7745,22.3212,12.7959,-2.63628,-0.0635585,0.0825797,-0.021425,12906.6,22.3839,12.8407,0
3777,22.3716,12.7568,22.3212,12.7959,-4.02943,-2.2098,0.0503442,-0.0391034,12918.7,22.2461,12.8652,0
3789,22.3539,12.7503,22.3212,12.7959,-1.4734,-0.542241,0.0326633,-0.0456103,12932.1,22.3578,12.723,0
3797,22.348,12.783,22.3212,12.7959,-0.742389,4.07843,0.0267242,-0.0129829,12951.7,22.3407,12.7458,0
3809,22.348,12.7438,22.3212,12.7959,0.00500326,-3.2612,0.0267843,-0.0521173,12977,22.2724,12.7412,0
3817,22.3508,12.7352,22.3212,12.7959,0.342234,-1.08187,0.0295221,-0.0607723,12999.7,22.4458,12.8312,0
3829,22.3509,12.7342,22.3212,12.7959,0.0159288,-0.0789039,0.0297133,-0.0617191,13014.4,22.3526,12.7159,0
3837,22.3526,12.7189,22.3212,12.7959,0.203095,-1.91061,0.031338,-0.077004,13024.8,22.3529,12.6867,0
3849,22.3537,12.7038,22.3212,12.7959,0.0965139,-1.26273,0.0324962,-0.0921567,13036.5,22.3302,12.7093,0
3857,22.3775,12.6925,22.3212,12.7959,2.96981,-1.40637,0.0562547,-0.103408,13052.5,22.4012,12.6631,0
3869,22.4143,12.6855,22.3212,12.7959,3.06644,-0.587115,0.093052,-0.110453,13071.2,22.4556,12.7208,0
3877,22.441,12.6577,22.3212,12.7959,3.3338,-3.46747,0.119722,-0.138193,13087.7,22.3832,12.6294,0
3889,22.4427,12.63,22.3212,12.7959,0.14537,-2.31066,0.121467,-0.165921,13098.8,22.4558,12.6274,0
3897,22.4546,12.6288,22.3212,12.7959,1.48669,-0.15156,0.13336,-0.167133,13105.5,22.4566,12.651,0
3909,22.4552,12.6279,22.3212,12.7959,0.0476607,-0.0754315,0.133932,-0.168038,13111.4,22.4015,12.5836,0
3921,22.4562,12.6279,22.3212,12.7959,0.0842366,0.000173637,0.134943,-0.168036,13122.1,22.5148,12.6079,0
3929,22.4554,12.6289,22.3212,12.7959,-0.102949,0.12767,0.13412,-0.167015,13140.1,22.452,12.666,0
3941,22.4498,12.6303,22.3212,12.7959,-0.46134,0.116806,0.128583,-0.165613,13161.7,22.4811,12.6313,0
3949,22.4488,12.6305,22.3212,12.7959,-0.131228,0.0174455,0.127534,-0.165474,13181.3,22.4372,12.6355,0
3961,22.4298,12.6324,22.3212,12.7959,-1.58249,0.158493,0.108544,-0.163572,13196,22.4142,12.6778,0
3969,22.4147,12.6344,22.3212,12.7959,-1.88533,0.251079,0.0934611,-0.161563,13206,22.3568,12.621,0
3981,22.4009,12.6343,22.3212,12.7959,-1.15232,-0.00463028,0.0796333,-0.161619,13212.9,22.3598,12.6171,0
3989,22.3878,12.63,22.3212,12.7959,-1.63941,-0.537544,0.066518,-0.165919,13218.4,22.4146,12.6977,0
4001,22.3872,12.6067,22.3212,12.7959,-0.0479954,-1.94083,0.0659421,-0.189209,13223.2,22.5161,12.5852,0
4009,22.3855,12.5815,22.3212,12.7959,-0.203768,-3.15982,0.0643119,-0.214488,13227.9,22.3579,12.5691,0
4021,22.3529,12.5609,22.3212,12.7959,-2.71771,-1.71193,0.0316994,-0.235031,13233.6,22.3199,12.5198,0
4029,22.3153,12.5432,22.3212,12.7959,-4.70015,-2.20845,-0.0059018,-0.252698,13241.4,22.3009,12.5008,0
4041,22.3136,12.5425,22.3212,12.7959,-0.142642,-0.0616641,-0.00761351,-0.253438,13250,22.2236,12.5266,0
4049,22.3107,12.5438,22.3212,12.7959,-0.359639,0.162697,-0.0104906,-0.252137,13256.9,22.3145,12.5546,0
4061,22.3067,12.5752,22.3212,12.7959,-0.336071,2.618,-0.0145235,-0.220721,13261.5,22.3639,12.6087,0
4069,22.3064,12.6193,22.3212,12.7959,-0.0415649,5.51505,-0.014856,-0.1766,13265.4,22.3135,12.6594,0
4081,22.3058,12.6332,22.3212,12.7959,-0.0453368,1.15529,-0.0154,-0.162737,13269.8,22.2232,12.6948,0
4089,22.2939,12.6423,22.3212,12.7959,-1.49382,1.13336,-0.0273506,-0.15367,13273.6,22.297,12.6326,0
4101,22.276,12.6507,22.3212,12.7959,-1.4913,0.699599,-0.0452462,-0.145275,13275.8,22.2688,12.6705,0
4109,22.2599,12.6506,22.3212,12.7959,-2.01036,-0.00231204,-0.061329,-0.145293,13276.7,22.2303,12.6199,0
4121,22.2593,12.6402,22.3212,12.7959,-0.053056,-0.868563,-0.0619657,-0.155716,13276.9,22.2161,12.6683,0
4129,22.2603,12.5983,22.3212,12.7959,0.134288,-5.24277,-0.0608914,-0.197658,13276.5,22.185,12.5473,0
4141,22.2823,12.543,22.3212,12.7959,1.82903,-4.60505,-0.0389431,-0.252919,13275.4,22.3152,12.5065,0
4149,22.3005,12.529,22.3212,12.7959,2.27991,-1.75176,-0.0207038,-0.266933,13273.7,22.3328,12.523,0
4161,22.3191,12.5157,22.3212,12.7959,1.55104,-1.10934,-0.00209131,-0.280245,13271.4,22.4118,12.5071,0
4173,22.3285,12.5151,22.3212,12.7959,0.777063,-0.0476882,0.00723345,-0.280817,13268.6,22.2861,12.4782,0
4181,22.3394,12.5152,22.3212,12.7959,1.3621,0.00454671,0.0181302,-0.280781,13265.7,22.4114,12.4988,0
4193,22.3527,12.5164,22.3212,12.7959,1.11509,0.106909,0.0315113,-0.279498,13262.7,22.3345,12.5326,0
4201,22.3618,12.5215,22.3212,12.7959,1.13598,0.628234,0.0405991,-0.274472,13258.8,22.3567,12.5388,0
4213,22.3698,12.5217,22.3212,12.7959,0.660039,0.0176556,0.0485195,-0.27426,13254.4,22.4159,12.503,0
4221,22.3671,12.5209,22.3212,12.7959,-0.336504,-0.100222,0.0458275,-0.275062,13251,22.3636,12.518,0
4233,22.3676,12.5018,22.3212,12.7959,0.0486786,-1.5874,0.0464117,-0.294111,13249.4,22.3771,12.4694,0
4241,22.3647,12.4842,22.3212,12.7959,-0.370758,-2.20541,0.0434456,-0.311754,13249.4,22.3537,12.4855,0
4253,22.3647,12.4832,22.3212,12.7959,0.000313099,-0.082033,0.0434493,-0.312739,13249.9,22.3875,12.4773,0
