20180424T115414.795205 320.723 283.358 101.341 98.9839 162.535 319.93 320.532 343.097 320.708 20180424T115414.795205 960 540
20180424T115414.803648 320.386 283.102 101.226 99.0487 154.824 319.533 320.594 342.786 320.416 20180424T115414.803648 960 540
20180424T115414.813083 319.641 282.985 101.331 99.116 159.679 318.754 319.857 341.562 319.893 20180424T115414.813083 960 540
20180424T115414.821060 318.797 282.128 101.111 99.5218 170.905 318.073 319.457 341.43 319.941 20180424T115414.821060 960 540
20180424T115414.832716 319.075 282.074 101.492 99.1567 163.598 317.979 319.145 341.109 319.62 20180424T115414.832716 960 540
20180424T115414.840815 318.741 282.009 101.559 99.8299 170.877 317.537 318.968 341.006 319.496 20180424T115414.840815 960 540
20180424T115414.852726 318.545 281.365 101.773 98.6587 158.93 317.307 318.436 340.794 319.248 20180424T115414.852726 960 540
20180424T115414.860706 318.532 281.255 101.565 99.3242 158.676 317.383 318.079 340.754 318.956 20180424T115414.860706 960 540
20180424T115414.872696 318.61 281.127 101.385 99.5655 162.23 317.266 317.571 340.644 318.916 20180424T115414.872696 960 540
20180424T115414.880693 318.622 281.004 101.613 99.808 162.128 317.305 317.791 340.514 318.686 20180424T115414.880693 960 540
20180424T115414.892678 318.734 280.929 101.623 99.7267 159.931 317.414 317.695 340.614 318.629 20180424T115414.892678 960 540
20180424T115414.900676 318.694 280.946 101.809 99.9763 159.565 317.209 317.829 340.687 318.709 20180424T115414.900676 960 540
20180424T115414.912696 318.577 281.319 101.461 100.531 159.712 316.953 318.066 340.337 318.897 20180424T115414.912696 960 540
20180424T115414.920765 318.423 281.628 101.81 100.702 170.383 316.735 318.953 340.429 319.351 20180424T115414.920765 960 540
20180424T115414.932654 318.061 281.841 102.266 99.9779 164.508 316.508 319.178 339.766 319.429 20180424T115414.932654 960 540
20180424T115414.940685 318.025 282.185 102.179 100.661 156.041 316.037 319.513 339.839 319.762 20180424T115414.940685 960 540
20180424T115414.952670 318.075 282.678 102.559 101.014 160.599 316.056 319.913 339.75 320.234 20180424T115414.952670 960 540
20180424T115414.960693 318.223 283.002 102.341 100.944 177.278 316.189 320.54 339.572 320.366 20180424T115414.960693 960 540
20180424T115414.972694 318.374 283.34 102.052 101.284 165.401 316.349 320.735 339.981 320.916 20180424T115414.972694 960 540
20180424T115414.984673 318.868 283.57 102.212 100.938 154.354 316.483 320.865 340.493 321.069 20180424T115414.984673 960 540
20180424T115414.992722 319.074 284.043 102.394 101.005 165.134 316.973 321.345 340.858 321.455 20180424T115414.992722 960 540
20180424T115415.004668 319.828 284.396 101.747 101.239 157.211 317.438 321.691 341.329 321.865 20180424T115415.004668 960 540
20180424T115415.012696 320.457 284.589 101.808 100.994 150.771 318.181 321.639 342.077 322.241 20180424T115415.012696 960 540
20180424T115415.024682 321.03 284.83 101.944 100.908 169.595 318.917 321.743 342.525 322.017 20180424T115415.024682 960 540
20180424T115415.032780 321.799 284.823 101.939 100.366 159.188 319.153 321.464 342.478 320.995 20180424T115415.032780 960 540
20180424T115415.044703 322.589 284.977 101.428 100.525 153.71 319.652 321.631 343.757 321.916 20180424T115415.044703 960 540
20180424T115415.052689 323.204 285.333 100.795 100.536 32.8138 320.662 321.878 344.058 322.107 20180424T115415.052689 960 540
20180424T115415.064689 323.601 285.42 100.844 99.9691 170.742 320.914 321.807 344.805 321.746 20180424T115415.064689 960 540
20180424T115415.072696 323.94 285.831 100.418 99.5593 141.118 321.034 322.291 344.877 321.97 20180424T115415.072696 960 540
20180424T115415.084669 324.587 286.394 100.917 99.875 37.7167 321.116 322.869 345.15 322.278 20180424T115415.084669 960 540
20180424T115415.092686 324.775 286.516 100.179 99.4102 9.99927 321.23 323.018 345.28 322.296 20180424T115415.092686 960 540
20180424T115415.104689 324.59 286.645 99.4531 99.1657 147.883 321.427 322.936 345.234 322.616 20180424T115415.104689 960 540
20180424T115415.112700 324.626 286.555 99.2855 98.8154 170.413 321.505 323.242 345.038 322.402 20180424T115415.112700 960 540
20180424T115415.124683 324.451 286.739 99.1332 98.3333 124.533 321.705 323.171 345.217 322.761 20180424T115415.124683 960 540
20180424T115415.132685 324.343 286.546 98.3808 97.7185 176.751 321.504 323.16 345.229 322.853 20180424T115415.132685 960 540
20180424T115415.148171 324.398 286.693 98.2482 97.8613 170.4 321.444 323.314 345.201 322.906 20180424T115415.148171 960 540
20180424T115415.157683 324.387 286.662 97.8504 97.4668 70.4541 321.267 323.309 345.17 322.921 20180424T115415.157683 960 540
20180424T115415.165922 324.094 286.932 97.8168 97.4511 142.741 321.273 323.404 344.854 323.193 20180424T115415.165922 960 540
20180424T115415.173724 324.108 287.021 97.6093 97.2425 163.946 320.993 323.459 344.715 323.503 20180424T115415.173724 960 540
20180424T115415.185032 323.92 287.15 97.3252 97.1246 178.961 320.713 321.66 344.667 323.461 20180424T115415.185032 960 540
20180424T115415.192953 324.396 287.449 96.9963 96.5351 89.2002 321.123 323.189 344.706 322.131 20180424T115415.192953 960 540
20180424T115415.204668 326.421 288.144 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.204668 960 540
20180424T115415.212709 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.212709 960 540
20180424T115415.224636 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.224636 960 540
20180424T115415.236615 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.236615 960 540
20180424T115415.244696 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.244696 960 540
20180424T115415.256664 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.256664 960 540
20180424T115415.264691 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.264691 960 540
20180424T115415.276628 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.276628 960 540
20180424T115415.284676 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.284676 960 540
20180424T115415.296602 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.296602 960 540
20180424T115415.304707 -1 -1 97.0387 95.5261 21.009 322.092 322.574 345.499 321.547 20180424T115415.304707 960 540
20180424T115415.316622 323.463 304.151 69.4442 52.0274 31.7139 321.75 315.111 346.222 315.556 20180424T115415.316622 960 540
20180424T115415.324637 328.762 291.261 86.8312 70.5079 166.743 322.691 317.556 346.249 317.824 20180424T115415.324637 960 540
20180424T115415.336643 323.757 294.159 86.825 67.3562 15.193 323.193 317.712 346.103 318.571 20180424T115415.336643 960 540
20180424T115415.344661 324.582 290.566 92.4306 75.7248 14.7769 323.844 319.044 346.748 319.775 20180424T115415.344661 960 540
20180424T115415.356656 326.445 282.289 95.6428 93.9439 123.286 323.642 320.086 346.843 320.287 20180424T115415.356656 960 540
20180424T115415.364674 326.199 283.304 95.394 93.6606 144.602 323.615 320.577 346.812 321.444 20180424T115415.364674 960 540
20180424T115415.376676 326.031 283.618 95.6985 92.4021 166.089 323.295 320.726 345.937 321.428 20180424T115415.376676 960 540
20180424T115415.384660 325.814 284.291 95.2158 93.3761 172.169 323.07 320.994 345.667 322.214 20180424T115415.384660 960 540
20180424T115415.396671 325.551 284.971 95.4113 93.7571 8.46936 322.946 321.635 345.761 322.667 20180424T115415.396671 960 540
20180424T115415.404682 325.536 285.243 95.3643 93.6925 0.557709 322.952 322.343 345.727 323.095 20180424T115415.404682 960 540
20180424T115415.416657 325.726 285.682 95.7752 94.5362 14.6374 322.719 322.761 345.797 323.059 20180424T115415.416657 960 540
20180424T115415.424657 325.722 286.126 95.5445 94.336 18.5746 322.737 323.348 345.858 323.163 20180424T115415.424657 960 540
20180424T115415.436683 325.658 286.615 95.0891 94.47 177.391 322.801 323.9 345.976 323.906 20180424T115415.436683 960 540
20180424T115415.444738 325.736 287.183 95.1446 94.7774 159.62 323.152 324.478 346.457 324.815 20180424T115415.444738 960 540
20180424T115415.456665 325.946 287.701 95.2713 94.36 172.621 322.966 325.004 346.386 325.101 20180424T115415.456665 960 540
20180424T115415.464696 325.971 288.38 95.1221 95.0363 15.0202 322.52 325.889 346.111 325.661 20180424T115415.464696 960 540
20180424T115415.476705 325.865 288.857 95.2877 94.4792 10.2445 322.648 326.243 346.037 325.937 20180424T115415.476705 960 540
20180424T115415.488746 325.776 289.222 95.2976 94.7447 142.474 322.138 326.379 345.894 326.429 20180424T115415.488746 960 540
20180424T115415.499557 325.85 289.772 95.3883 94.5027 15.3849 322.062 326.6 346.043 326.971 20180424T115415.499557 960 540
20180424T115415.509008 325.598 289.986 95.3829 94.2704 2.97104 321.939 326.337 346.025 327.453 20180424T115415.509008 960 540
20180424T115415.517013 325.648 290.395 95.0597 94.7515 0.843399 321.988 326.872 345.732 327.573 20180424T115415.517013 960 540
20180424T115415.530277 325.75 290.605 95.4971 94.5669 5.43564 322.22 327.354 345.977 327.781 20180424T115415.530277 960 540
20180424T115415.537008 325.767 291.109 95.5142 94.6149 17.8835 322.225 327.535 345.776 328.135 20180424T115415.537008 960 540
