Resolution,1920,1080,Distance,57,Width,47.8,Subject,ACT-05208452X,Test,CC9-04202018-132555,Calibration,CC9-04202018-132555
2185,0.065745,13.1326,0,12.7959,-7.43316,0.278364,0.065745,0.336681,14857.5,-0.0660514,13.129,0
2197,0.0244073,13.1428,0,12.7959,-3.4448,0.846341,0.0244073,0.346837,14864.7,0.0280224,13.1467,0
2205,0.0262597,13.1914,0,12.7959,0.231541,6.08066,0.0262597,0.395482,14875.1,-0.0799981,13.2385,0
2217,0.0314828,13.251,0,12.7959,0.435258,4.96809,0.0314828,0.455099,14891.7,0.0187932,13.3069,0
2225,0.0529548,13.2693,0,12.7959,2.684,2.28537,0.0529548,0.473382,14910.8,0.106668,13.3158,0
2237,0.0820497,13.2691,0,12.7959,2.42458,-0.0172966,0.0820497,0.473174,14927.6,0.0289036,13.215,0
2245,0.100527,13.2664,0,12.7959,2.30969,-0.341807,0.100527,0.47044,14941.8,0.16382,13.3056,0
2257,0.128349,13.214,0,12.7959,2.31849,-4.36663,0.128349,0.41804,14955.6,0.0213036,13.1648,0
2265,0.158254,13.1497,0,12.7959,3.73806,-8.0327,0.158254,0.353779,14971.5,0.185185,13.1071,0
2277,0.159109,13.1416,0,12.7959,0.0713259,-0.680258,0.159109,0.345616,14989.7,0.208292,13.0606,0
2285,0.158327,13.13,0,12.7959,-0.097791,-1.44733,0.158327,0.334037,15008.9,0.145218,13.1433,0
2297,0.164626,13.1215,0,12.7959,0.52491,-0.702625,0.164626,0.325606,15027.3,0.106303,13.1512,0
2305,0.165534,13.1147,0,12.7959,0.11351,-0.850331,0.165534,0.318803,15043.7,0.149616,13.1182,0
2317,0.19173,13.1133,0,12.7959,2.183,-0.12378,0.19173,0.317318,15057.3,0.218145,13.103,0
2325,0.221339,13.1032,0,12.7959,3.7011,-1.25673,0.221339,0.307264,15068.3,0.212147,12.9395,0
2337,0.254712,13.0776,0,12.7959,2.78113,-2.13137,0.254712,0.281687,15078.8,0.319822,13.1362,0
2352,0.298073,13.0564,0,12.7959,2.89069,-1.41265,0.298073,0.260497,15091.6,0.257933,13.0926,0
2360,0.313649,13.0553,0,12.7959,1.94706,-0.144278,0.313649,0.259343,15109,0.311787,13.0183,0
2371,0.315607,13.0592,0,12.7959,0.177935,0.354916,0.315607,0.263247,15130,0.379903,13.0183,0
2378,0.321358,13.0596,0,12.7959,0.821638,0.0660323,0.321358,0.26371,15150.7,0.32073,13.1056,0
2390,0.330782,13.071,0,12.7959,0.78535,0.947347,0.330782,0.275078,15171.1,0.355832,13.1275,0
2400,0.334135,13.0925,0,12.7959,0.335289,2.14477,0.334135,0.296525,15196.8,0.25669,13.0542,0
2412,0.335503,13.1127,0,12.7959,0.114023,1.6832,0.335503,0.316724,15231,0.338827,13.1079,0
2418,0.333701,13.1389,0,12.7959,-0.300396,4.37311,0.333701,0.342962,15267.5,0.433415,13.1767,0
2430,0.328829,13.1402,0,12.7959,-0.40601,0.105893,0.328829,0.344233,15296.9,0.332194,13.1779,0
2438,0.280501,13.1407,0,12.7959,-6.04093,0.0613244,0.280501,0.344724,15318.3,0.0180617,13.156,0
2452,0.276472,13.1144,0,12.7959,-0.287799,-1.87749,0.276472,0.318439,15338.2,0.10575,13.073,0
2459,0.273023,13.0594,0,12.7959,-0.492742,-7.85793,0.273023,0.263433,15362.5,0.337037,13.0474,0
2471,0.28642,13.022,0,12.7959,1.11641,-3.11383,0.28642,0.226067,15391.7,0.359287,12.9921,0
2479,0.365699,12.9898,0,12.7959,9.90991,-4.02703,0.365699,0.193851,15423.6,0.432114,12.9565,0
2491,0.393501,12.9875,0,12.7959,2.31679,-0.194465,0.393501,0.191518,15455,0.418933,12.954,0
2499,0.400028,12.9829,0,12.7959,0.815869,-0.574575,0.400028,0.186921,15483.9,0.400141,13.0106,0
2511,0.400289,12.983,0,12.7959,0.0218008,0.00788079,0.400289,0.187015,15509.6,0.441856,13.0807,0
2520,0.397622,12.9903,0,12.7959,-0.296326,0.8186,0.397622,0.194383,15531.3,0.406588,12.9811,0
2532,0.322382,13.0059,0,12.7959,-6.26999,1.29874,0.322382,0.209968,15550.3,0.248573,13.0463,0
2542,0.23917,13.0181,0,12.7959,-8.32123,1.22009,0.23917,0.222169,15569.1,0.215135,12.9554,0
2553,0.227872,13.0614,0,12.7959,-1.02704,3.93976,0.227872,0.265506,15587,0.203083,13.1957,0
2561,0.227984,13.0696,0,12.7959,0.0140061,1.01382,0.227984,0.273617,15602.7,0.23686,13.1708,0
2574,0.229353,13.0702,0,12.7959,0.105261,0.0481418,0.229353,0.274242,15618.5,0.13102,13.0173,0
2581,0.262478,13.077,0,12.7959,4.73211,0.971263,0.262478,0.281041,15637.9,0.442043,13.04,0
2592,0.319294,13.0499,0,12.7959,5.16512,-2.46103,0.319294,0.25397,15660.5,0.344351,12.9298,0
2604,0.322606,13.0485,0,12.7959,0.276015,-0.117713,0.322606,0.252557,15683.3,0.483085,13.1157,0
2612,0.34379,13.0439,0,12.7959,2.64802,-0.572106,0.34379,0.24798,15705.1,0.39712,13.0479,0
2626,0.375085,13.0475,0,12.7959,2.2353,0.255817,0.375085,0.251562,15727.4,0.277674,13.1282,0
2633,0.408504,13.0632,0,12.7959,4.77428,2.24377,0.408504,0.267268,15750.6,0.195749,13.0455,0
2643,0.4179,13.0791,0,12.7959,0.939541,1.58574,0.4179,0.283126,15770.6,0.629384,13.0719,0
2653,0.441962,13.0787,0,12.7959,2.40619,-0.0360442,0.441962,0.282765,15784.8,0.59547,13.0774,0
2664,0.442568,13.0726,0,12.7959,0.0551549,-0.556504,0.442568,0.276644,15797.2,0.503538,13.0493,0
2672,0.441346,13.0716,0,12.7959,-0.152806,-0.122466,0.441346,0.275664,15812.9,0.398462,13.1025,0
2684,0.413888,13.0544,0,12.7959,-2.28813,-1.42943,0.413888,0.258511,15832.3,0.175488,13.0387,0
2692,0.411061,13.0312,0,12.7959,-0.353432,-2.90105,0.411061,0.235302,15852.1,0.287474,12.9488,0
2703,0.40759,13.0054,0,12.7959,-0.31553,-2.34848,0.40759,0.209469,15868.9,0.454356,13.0197,0
2713,0.370172,12.9907,0,12.7959,-3.7418,-1.47397,0.370172,0.194729,15882.1,0.548602,12.9889,0
2725,0.372166,12.9903,0,12.7959,0.16618,-0.0272383,0.372166,0.194403,15895.3,0.512655,12.9807,0
2731,0.376598,12.9987,0,12.7959,0.738659,1.3973,0.376598,0.202786,15911.2,0.364998,12.9849,0
2743,0.439106,12.9881,0,12.7959,5.20897,-0.888393,0.439106,0.192126,15927.2,0.288953,13.0368,0
2751,0.415165,12.9864,0,12.7959,-2.9926,-0.209015,0.415165,0.190454,15939.6,0.388953,13.1004,0
2763,0.414581,12.9945,0,12.7959,-0.0486878,0.675781,0.414581,0.198563,15948.3,0.614751,12.9321,0
2771,0.415011,12.9771,0,12.7959,0.0537689,-2.17852,0.415011,0.181135,15954.3,0.450676,12.9254,0
2783,0.451286,12.9445,0,12.7959,3.02296,-2.71187,0.451286,0.148592,15958.3,0.459868,13.0312,0
2791,0.455789,12.9388,0,12.7959,0.562785,-0.720214,0.455789,0.142831,15962.2,0.237069,12.9211,0
2803,0.456023,12.9328,0,12.7959,0.0195174,-0.49935,0.456023,0.136838,15968.8,0.466123,12.9665,0
2811,0.468086,12.9235,0,12.7959,1.50795,-1.15575,0.468086,0.127592,15979.2,0.492192,12.9096,0
2823,0.482855,12.8758,0,12.7959,1.23068,-3.98126,0.482855,0.0798172,15991.7,0.485179,12.7337,0
2831,0.480014,12.8257,0,12.7959,-0.355126,-6.25173,0.480014,0.0298033,16004.4,0.555316,12.7712,0
2843,0.480527,12.8236,0,12.7959,0.0427443,-0.177785,0.480527,0.0276699,16018.2,0.530209,12.9609,0
2855,0.495845,12.8236,0,12.7959,1.2765,-0.00064529,0.495845,0.0276621,16035.3,0.327302,12.8104,0
2863,0.499969,12.8347,0,12.7959,0.515578,1.39217,0.499969,0.0387995,16056.3,0.256079,12.9391,0
2875,0.49381,12.8354,0,12.7959,-0.513287,0.0580915,0.49381,0.0394966,16078,0.51396,12.9627,0
2883,0.493624,12.8367,0,12.7959,-0.0231968,0.160573,0.493624,0.0407811,16095.4,0.498598,12.8003,0
2895,0.495597,12.8632,0,12.7959,0.164378,2.20579,0.495597,0.0672506,16106.7,0.484221,12.742,0
2903,0.492596,12.8037,0,12.7959,-0.375051,-7.43499,0.492596,0.00777071,16113.5,0.525909,12.7281,0
2915,0.486893,12.7379,0,12.7959,-0.475288,-5.4871,0.486893,-0.0580745,16118.7,0.358304,12.9536,0
2923,0.485766,12.7223,0,12.7959,-0.1409,-1.93933,0.485766,-0.0735891,16124.2,0.450032,12.7015,0
2935,0.48622,12.715,0,12.7959,0.0378709,-0.61085,0.48622,-0.0809193,16131,0.45161,12.7303,0
2943,0.486233,12.714,0,12.7959,0.00161028,-0.127025,0.486233,-0.0819355,16137.6,0.370315,12.7011,0
2955,0.487287,12.714,0,12.7959,0.0878677,-0.00291946,0.487287,-0.0819706,16141.7,0.522315,12.8728,0
2963,0.489343,12.7154,0,12.7959,0.256966,0.173215,0.489343,-0.0805848,16143.2,0.332446,12.6925,0
2975,0.498628,12.7325,0,12.7959,0.773768,1.43212,0.498628,-0.0633994,16131.4,0.413466,12.7535,0
2983,0.5132,12.7506,0,12.7959,1.82147,2.26121,0.5132,-0.0453097,16051.1,0.551005,12.8088,0
2995,0.639002,12.7688,0,12.7959,10.4835,1.51738,0.639002,-0.0271011,15789.7,0.435444,12.755,0
3003,3.6745,12.8534,22.3212,12.7959,379.437,10.5681,-18.6467,0.0574441,15319.5,21.9549,13.0236,0
3013,14.1434,12.8585,22.3212,12.7959,1046.89,0.513849,-8.17782,0.0625826,14838.3,22.0291,12.777,0
3025,21.5767,12.8322,22.3212,12.7959,619.441,-2.19701,-0.744531,0.0362184,14549.8,22.0119,12.829,0
3033,21.9135,12.8748,22.3212,12.7959,42.1039,5.32515,-0.407699,0.0788196,14438.9,22.0501,12.9422,0
3044,21.9613,12.8671,22.3212,12.7959,4.34243,-0.698894,-0.359933,0.0711318,14398.8,22.1011,12.7352,0
3051,21.9928,12.8763,22.3212,12.7959,4.50036,1.31369,-0.32843,0.0803276,14374.7,22.0344,12.8954,0
3063,22.0123,12.8767,22.3212,12.7959,1.62138,0.0396227,-0.308974,0.080803,14352.6,21.8399,12.8424,0
3071,22.013,12.8771,22.3212,12.7959,0.0987594,0.0398563,-0.308184,0.0811219,14327.2,22.0801,12.8846,0
3083,22.0137,12.8843,22.3212,12.7959,0.0527971,0.60044,-0.30755,0.0883272,14296.9,22.0585,12.8852,0
3091,22.0335,12.8847,22.3212,12.7959,2.48262,0.0486682,-0.287689,0.0887165,14266,21.9178,12.872,0
3103,22.0549,12.885,22.3212,12.7959,1.77859,0.0326029,-0.266346,0.0891078,14239.1,21.8548,13.0112,0
3113,22.2047,12.885,22.3212,12.7959,14.986,-0.00606834,-0.116486,0.0890471,14212.6,22.3566,12.8134,0
3125,22.3497,12.8736,22.3212,12.7959,12.0796,-0.946252,0.0284693,0.0776921,14181.7,22.5395,12.919,0
3132,22.3553,12.888,22.3212,12.7959,0.804187,2.05538,0.0340986,0.0920797,14152,22.4232,12.8867,0
3144,22.3529,12.895,22.3212,12.7959,-0.199538,0.580494,0.0317041,0.0990456,14132.7,22.3581,12.8315,0
3151,22.2959,13.0408,22.3212,12.7959,-8.14114,20.8246,-0.0252839,0.244818,14122.3,22.2005,13.1869,0
3163,22.2266,13.1046,22.3212,12.7959,-5.78056,5.31831,-0.0946506,0.308638,14113,22.164,13.1533,0
3175,22.2057,13.1464,22.3212,12.7959,-1.74257,3.48919,-0.115561,0.350508,14099.2,22.2732,13.1939,0
3183,22.2054,13.1463,22.3212,12.7959,-0.0388747,-0.02188,-0.115872,0.350333,14081.7,22.2177,13.0401,0
3197,22.2163,13.1013,22.3212,12.7959,0.784075,-3.21267,-0.104895,0.305355,14066.6,22.1783,13.1409,0
3205,22.2193,13.0637,22.3212,12.7959,0.376584,-4.69487,-0.101883,0.267796,14058.2,22.232,13.1113,0
3216,22.2521,13.0617,22.3212,12.7959,2.97513,-0.184757,-0.0691563,0.265764,14054.9,22.3977,12.9866,0
3224,22.2624,13.0603,22.3212,12.7959,1.29613,-0.174452,-0.0587873,0.264369,14053.5,22.4018,12.82,0
3236,22.2731,13.027,22.3212,12.7959,0.888684,-2.77231,-0.0481231,0.231101,14052.8,22.2806,13.0747,0
3244,22.2907,12.9977,22.3212,12.7959,2.20407,-3.67201,-0.0304905,0.201725,14052.1,22.2412,13.1461,0
3256,22.2925,12.9643,22.3212,12.7959,0.146112,-2.78027,-0.0287371,0.168361,14051.2,22.209,12.9069,0
3264,22.2944,12.9617,22.3212,12.7959,0.243684,-0.321812,-0.0267877,0.165787,14050.2,22.3019,12.9347,0
3276,22.3397,12.9353,22.3212,12.7959,3.77482,-2.19895,0.0185102,0.1394,14049.3,22.3782,12.9096,0
3284,22.3865,12.9338,22.3212,12.7959,5.85004,-0.187676,0.0653105,0.137898,14048.9,22.4181,12.9338,0
3296,22.4077,12.9214,22.3212,12.7959,1.76205,-1.03432,0.0864551,0.125486,14048.8,22.4448,12.8306,0
3304,22.4099,12.9029,22.3212,12.7959,0.277978,-2.31653,0.0886789,0.106954,14048.8,22.4319,12.9511,0
3316,22.4096,12.9133,22.3212,12.7959,-0.0239443,0.866045,0.0883916,0.117347,14048.8,22.4169,12.9803,0
3324,22.404,12.921,22.3212,12.7959,-0.698154,0.966018,0.0828063,0.125075,14049,22.4026,12.8357,0
3336,22.2773,12.9988,22.3212,12.7959,-10.5591,6.48605,-0.0439025,0.202907,14050.6,22.0765,13.0543,0
3344,22.2087,13.087,22.3212,12.7959,-8.57471,11.0196,-0.1125,0.291065,14055.5,22.1446,13.2152,0
3356,22.1525,13.1622,22.3212,12.7959,-4.68369,6.26428,-0.168704,0.366236,14065,22.0917,13.2074,0
3364,22.1209,13.1968,22.3212,12.7959,-3.95652,4.32291,-0.200357,0.400819,14076.3,22.267,13.1205,0
3376,22.1417,13.1972,22.3212,12.7959,1.73621,0.0388487,-0.179522,0.401285,14085.9,22.1515,13.3358,0
3384,22.1489,13.1728,22.3212,12.7959,0.895483,-3.0535,-0.172358,0.376857,14093.6,22.0903,13.1886,0
3396,22.1614,13.1377,22.3212,12.7959,1.04444,-2.92263,-0.159825,0.341786,14100.3,22.141,13.1575,0
3404,22.1635,13.0769,22.3212,12.7959,0.264644,-7.60529,-0.157708,0.280944,14105.9,22.1952,12.9981,0
3416,22.1599,12.9953,22.3212,12.7959,-0.30521,-6.802,-0.16137,0.199319,14109.8,22.1371,12.9351,0
3428,22.1601,12.9798,22.3212,12.7959,0.0167361,-1.28803,-0.161169,0.183863,14112.3,22.1955,12.9752,0
3436,22.1571,12.9454,22.3212,12.7959,-0.372594,-4.29792,-0.16415,0.14948,14115.2,22.1513,12.9119,0
3448,22.0626,12.9144,22.3212,12.7959,-7.8774,-2.58754,-0.258679,0.118429,14120.3,21.9731,12.9185,0
3456,21.9735,12.9057,22.3212,12.7959,-11.1295,-1.07758,-0.347715,0.109809,14128.6,21.9567,12.8812,0
3468,21.9674,12.8998,22.3212,12.7959,-0.513621,-0.491811,-0.353878,0.103907,14138.8,22.1698,12.7325,0
3478,21.9673,12.8975,22.3212,12.7959,-0.00448503,-0.236289,-0.353923,0.101544,14147.7,21.9576,12.9578,2
3490,21.9677,12.8873,22.3212,12.7959,0.0347983,-0.846454,-0.353505,0.0913865,14154.9,21.9675,12.9188,2
3498,21.9716,12.8615,22.3212,12.7959,0.478741,-3.23353,-0.349675,0.0655182,14162.5,21.9773,12.8799,2
3509,21.9801,12.8592,22.3212,12.7959,0.77929,-0.207192,-0.341103,0.0632391,14167.9,21.9872,12.8409,2
3517,21.9896,12.8307,22.3212,12.7959,1.18518,-3.55978,-0.331622,0.0347609,14168.6,21.9971,12.8018,2
3529,21.9976,12.792,22.3212,12.7959,0.661884,-3.22313,-0.323679,-0.00391669,14167.6,22.007,12.7627,2
3537,22.0093,12.7533,22.3212,12.7959,1.47226,-4.83879,-0.311901,-0.042627,14168.1,22.0168,12.7236,2
3549,22.019,12.7228,22.3212,12.7959,0.808867,-2.54523,-0.302195,-0.0731697,14172.3,22.0267,12.6844,2
3557,22.0292,12.675,22.3212,12.7959,1.27456,-5.97589,-0.291998,-0.120977,14182.3,22.0366,12.6451,2
3570,22.0436,12.6359,22.3212,12.7959,1.10568,-3.00859,-0.277624,-0.160089,14197.2,22.0464,12.6059,2
3578,22.1157,12.61,22.3212,12.7959,9.01508,-3.2275,-0.205504,-0.185909,14212.7,22.6294,11.6447,0
3589,22.2528,12.6093,22.3212,12.7959,12.4569,-0.0693399,-0.0684778,-0.186671,14224.3,22.313,12.5789,0
3597,22.3338,12.6106,22.3212,12.7959,10.1301,0.166468,0.0125627,-0.18534,14232.4,22.5007,12.6012,0
3610,22.3653,12.6388,22.3212,12.7959,2.42426,2.16842,0.0440781,-0.15715,14243.2,22.3194,12.6821,0
3617,22.3701,12.694,22.3212,12.7959,0.679589,7.89397,0.0488352,-0.101892,14262.2,22.3375,12.7132,0
3628,22.3601,12.6973,22.3212,12.7959,-0.906361,0.293038,0.0388652,-0.0986689,14287.2,22.3909,12.7079,0
3636,22.3453,12.6974,22.3212,12.7959,-1.84654,0.0181397,0.0240929,-0.0985238,14311.8,22.3448,12.8693,0
3648,22.3597,12.7009,22.3212,12.7959,1.20193,0.287204,0.0385161,-0.0950774,14332.5,22.4069,12.6359,0
3656,22.3643,12.7021,22.3212,12.7959,0.56426,0.148822,0.0430301,-0.0938868,14349.6,22.2755,12.6602,0
3668,22.3624,12.7254,22.3212,12.7959,-0.152324,1.94801,0.0412022,-0.0705107,14363.3,22.3502,12.6915,0
3680,22.3675,12.7281,22.3212,12.7959,0.425849,0.221082,0.0463124,-0.0678577,14374.5,22.4937,12.7717,0
3688,22.3614,12.7656,22.3212,12.7959,-0.770724,4.68986,0.0401466,-0.0303389,14384.6,22.3656,12.7515,0
3703,22.3656,12.7878,22.3212,12.7959,0.278131,1.48165,0.0443186,-0.00811421,14392.8,22.4272,12.8494,0
3711,22.3658,12.7885,22.3212,12.7959,0.0354121,0.0882832,0.0446019,-0.00740794,14397.5,22.2211,12.7725,0
3721,22.369,12.7819,22.3212,12.7959,0.311841,-0.661397,0.0477203,-0.0140219,14400.1,22.3654,12.8394,0
3730,22.3949,12.7308,22.3212,12.7959,2.88135,-5.68502,0.0736525,-0.0651871,14403.2,22.3751,12.6212,0
3741,22.3986,12.6417,22.3212,12.7959,0.33994,-8.09418,0.0773919,-0.154223,14410.6,22.4724,12.6957,0
3749,22.4002,12.5953,22.3212,12.7959,0.194972,-5.80572,0.0789516,-0.200669,14426.8,22.5381,12.5538,0
3762,22.4044,12.5934,22.3212,12.7959,0.320478,-0.141366,0.0831178,-0.202507,14454,22.7217,12.521,0
3769,22.4024,12.5941,22.3212,12.7959,-0.277308,0.0936448,0.0811767,-0.201851,14486.6,22.3216,12.5773,0
3780,22.3532,12.597,22.3212,12.7959,-4.47355,0.263697,0.0319676,-0.19895,14515.3,22.4424,12.6681,0
3789,22.3196,12.668,22.3212,12.7959,-3.73477,7.89196,-0.0016453,-0.127923,14537.3,22.3151,12.8261,0
3801,22.2955,12.7388,22.3212,12.7959,-2.00844,5.89966,-0.0257465,-0.0571269,14557.9,22.2777,12.7135,0
3809,22.2415,12.7772,22.3212,12.7959,-6.74535,4.79622,-0.0797093,-0.0187571,14581.4,22.2102,12.6256,0
3820,22.2043,12.7779,22.3212,12.7959,-3.38426,0.0685423,-0.116936,-0.0180031,14605.9,22.1988,12.8196,0
3829,22.1657,12.7619,22.3212,12.7959,-4.289,-1.78305,-0.155537,-0.0340505,14630.6,22.0656,12.7904,0
3841,22.0652,12.761,22.3212,12.7959,-8.37187,-0.0767595,-0.256,-0.0349716,14658.2,21.8846,12.7206,0
3849,21.996,12.7606,22.3212,12.7959,-8.65213,-0.0399401,-0.325217,-0.0352911,14689,21.9206,12.6658,0
3861,21.994,12.7312,22.3212,12.7959,-0.16751,-2.45689,-0.327227,-0.0647739,14721.2,21.9961,12.6927,0
3869,21.9951,12.6994,22.3212,12.7959,0.134108,-3.96627,-0.326154,-0.096504,14751.4,21.9251,12.7681,0
3881,22.0003,12.6598,22.3212,12.7959,0.438937,-3.3049,-0.320887,-0.136163,14773.8,22.0118,12.5816,0
3889,22.0113,12.617,22.3212,12.7959,1.36379,-5.34739,-0.309976,-0.178942,14787.2,22.1029,12.5933,0
3901,22.0393,12.6152,22.3212,12.7959,2.33784,-0.14635,-0.281922,-0.180698,14799,22.0208,12.6613,0
3908,22.0663,12.6159,22.3212,12.7959,3.85235,0.0915647,-0.254956,-0.180057,14817.8,22.379,12.604,0
3920,22.067,12.6288,22.3212,12.7959,0.0640312,1.07257,-0.254187,-0.167186,14847.1,22.0701,12.7027,0
3932,22.067,12.619,22.3212,12.7959,-0.00586978,-0.810247,-0.254258,-0.176909,14884.2,22.082,12.5866,0
3940,22.057,12.6353,22.3212,12.7959,-1.25112,2.0317,-0.264267,-0.160656,14920,22.0136,12.7488,0
3954,22.0191,12.6359,22.3212,12.7959,-2.70435,0.0447764,-0.302128,-0.160029,14947.9,21.9534,12.5473,0
3962,22.0175,12.6347,22.3212,12.7959,-0.201643,-0.153613,-0.303741,-0.161258,14969.7,21.9652,12.5978,0
3973,22.0162,12.623,22.3212,12.7959,-0.121871,-1.0619,-0.305081,-0.172938,14986.6,21.9579,12.6812,0
3981,21.9775,12.6229,22.3212,12.7959,-4.82687,-0.00929677,-0.343696,-0.173013,14999.5,22.0551,12.6308,0
3994,21.962,12.6358,22.3212,12.7959,-1.19611,0.990374,-0.359246,-0.160138,15010.5,22.2043,12.6098,0
4002,21.9534,12.6658,22.3212,12.7959,-1.06774,3.7534,-0.367788,-0.130111,15021.3,21.9209,12.8447,0
4015,21.9358,12.687,22.3212,12.7959,-1.36037,1.62995,-0.385473,-0.108921,15034,21.8721,12.7728,0
4023,21.9165,12.6879,22.3212,12.7959,-2.4103,0.104767,-0.404755,-0.108083,15048.9,21.9695,12.6067,0
4033,21.896,12.687,22.3212,12.7959,-2.05126,-0.0890926,-0.425268,-0.108974,15062,21.8906,12.6739,0
4041,21.8955,12.667,22.3212,12.7959,-0.0602837,-2.49236,-0.42575,-0.128913,15069.6,21.7639,12.645,0
4053,21.8919,12.653,22.3212,12.7959,-0.295053,-1.16881,-0.429291,-0.142939,15072.6,21.6555,12.7109,0
4061,21.8921,12.6523,22.3212,12.7959,0.0162713,-0.0840686,-0.42916,-0.143611,15073.5,21.9161,12.5982,0
4074,21.8986,12.6505,22.3212,12.7959,0.501486,-0.141472,-0.422641,-0.145451,15073.5,21.926,12.6396,0
4081,21.8987,12.6575,22.3212,12.7959,0.0173687,1.00588,-0.422519,-0.138409,15072.4,21.8824,12.774,0
4092,21.8991,12.6704,22.3212,12.7959,0.0325917,1.17206,-0.422161,-0.125517,15068.9,21.9102,12.608,0
4100,21.8977,12.6735,22.3212,12.7959,-0.168369,0.390894,-0.423508,-0.12239,15062.8,21.8191,12.6702,0
4112,21.8974,12.6831,22.3212,12.7959,-0.0271253,0.798337,-0.423833,-0.11281,15056.5,21.8977,12.7033,0
4120,21.898,12.6711,22.3212,12.7959,0.0729654,-1.50778,-0.42325,-0.124872,15052.2,21.7743,12.6594,0
4134,21.9039,12.67,22.3212,12.7959,0.424892,-0.0742448,-0.417301,-0.125911,15048.8,22,12.7759,0
4142,21.9122,12.658,22.3212,12.7959,1.03767,-1.50377,-0.409,-0.137941,15044.1,21.9133,12.6537,0
4152,21.9174,12.6425,22.3212,12.7959,0.515137,-1.5513,-0.403848,-0.153454,15037,21.9077,12.5865,0
4161,21.9318,12.6285,22.3212,12.7959,1.60208,-1.55013,-0.38943,-0.167406,15029.8,21.9192,12.6028,0
4174,21.9333,12.6279,22.3212,12.7959,0.111912,-0.044907,-0.387975,-0.167989,15025,21.9465,12.6246,0
4184,21.9533,12.6279,22.3212,12.7959,2.00271,-0.00380982,-0.367948,-0.168027,15021.4,21.9705,12.7058,0
4192,21.9818,12.6265,22.3212,12.7959,3.56674,-0.174766,-0.339414,-0.169426,15017,22.2048,12.6313,0
4204,22.0179,12.6323,22.3212,12.7959,3.00543,0.478549,-0.303349,-0.163683,15012.3,22.0029,12.6433,0
4212,22.0391,12.6333,22.3212,12.7959,2.65766,0.135311,-0.282087,-0.1626,15008.2,22.0547,12.5812,0
4224,22.0671,12.6339,22.3212,12.7959,2.32594,0.0442802,-0.254176,-0.162069,15004.3,22.0287,12.8141,0
4232,22.0682,12.6342,22.3212,12.7959,0.147672,0.0419523,-0.252995,-0.161733,15000.7,22.1849,12.6289,0
4244,22.0679,12.642,22.3212,12.7959,-0.0310631,0.652185,-0.253368,-0.153907,14997.3,22.1519,12.6307,0
4252,22.0645,12.6579,22.3212,12.7959,-0.418602,1.98787,-0.256716,-0.138004,14994,22.0039,12.6526,0
4264,22.0749,12.6589,22.3212,12.7959,0.86205,0.0770889,-0.246372,-0.137079,14990.9,22.034,12.7086,0
4272,22.048,12.664,22.3212,12.7959,-3.36271,0.637976,-0.273273,-0.131975,14988.7,22.001,12.676,0
4284,22.0186,12.6694,22.3212,12.7959,-2.4507,0.453281,-0.302682,-0.126536,14987.6,22.0604,12.6745,0
4292,21.9979,12.6755,22.3212,12.7959,-2.58189,0.7562,-0.323337,-0.120486,14986.9,21.9845,12.6633,0
4304,21.9927,12.6887,22.3212,12.7959,-0.431968,1.1001,-0.328521,-0.107285,14985.8,21.8606,12.723,0
4312,21.9893,12.729,22.3212,12.7959,-0.42999,5.04047,-0.331961,-0.0669615,14983.3,21.9884,12.8499,0
4323,21.9888,12.7416,22.3212,12.7959,-0.0457096,1.14797,-0.332463,-0.0543338,14979,21.8333,12.7996,0
4331,21.987,12.7421,22.3212,12.7959,-0.224601,0.0659667,-0.33426,-0.0538061,14974.9,21.9493,12.8493,0
4345,21.971,12.7426,22.3212,12.7959,-1.13734,0.0346018,-0.350183,-0.0533217,14972.6,22.3197,12.7234,0
4356,21.9721,12.727,22.3212,12.7959,0.092385,-1.41879,-0.349167,-0.0689284,14971.9,21.9897,12.6961,0
4363,22.001,12.7234,22.3212,12.7959,4.13312,-0.516563,-0.320235,-0.0725443,14971.7,21.9119,12.7741,0
4371,22.001,12.7091,22.3212,12.7959,-0.00561022,-1.78605,-0.32028,-0.0868327,14971.7,22.0279,12.7279,0
4383,21.9608,12.6906,22.3212,12.7959,-3.34725,-1.54246,-0.360447,-0.105342,14972.2,22.0171,12.6706,0
4391,21.9237,12.7031,22.3212,12.7959,-4.63432,1.56791,-0.397521,-0.0927989,14974.2,21.9338,12.6016,0
4403,21.9163,12.7058,22.3212,12.7959,-0.616209,0.222215,-0.404916,-0.0901323,14979.4,21.6994,12.6819,0
4411,21.9154,12.7275,22.3212,12.7959,-0.108551,2.71112,-0.405784,-0.0684434,14988.4,21.7934,12.7902,0
4423,21.9159,12.7607,22.3212,12.7959,0.0353385,2.76592,-0.40536,-0.0352523,14999.3,21.8927,13.0007,0
4435,21.9469,12.7629,22.3212,12.7959,2.58797,0.187914,-0.374305,-0.0329973,15008.7,21.9995,12.7314,0
4444,21.9478,12.7796,22.3212,12.7959,0.0988597,1.84864,-0.373415,-0.0163595,15014.4,21.9973,12.7528,0
4455,21.9479,12.7617,22.3212,12.7959,0.0114899,-1.62226,-0.373288,-0.0342043,15018.1,22.3366,12.7127,0
4463,21.9379,12.7286,22.3212,12.7959,-1.25782,-4.14404,-0.383351,-0.0673566,15022.4,21.8677,12.7911,2
4475,21.8901,12.6077,22.3212,12.7959,-3.98546,-10.0758,-0.431177,-0.188266,15028.1,21.8814,12.5131,2
